global_step,episodic_return
0,0.0
4040,0.0
4048,0.0
4056,0.0
4057,0.0
4064,0.0
4072,0.0
4088,0.0
4096,1.0
8088,0.0
8112,0.0
8120,1.0
8136,0.0
8144,0.0
8145,0.0
8152,0.0
8176,0.0
12160,0.0
12176,0.0
12177,1.0
12184,0.0
12200,0.0
12224,1.0
12248,0.0
12249,0.0
16224,1.0
16240,1.0
16264,0.0
16265,1.0
16272,1.0
16288,2.0
16289,0.0
16328,2.0
20296,4.0
20304,6.0
20328,4.0
20344,3.0
20352,2.0
20360,2.0
20368,3.0
20392,1.0
24376,4.0
24384,6.0
24392,5.0
24408,8.0
24416,5.0
24432,5.0
24440,2.0
24464,5.0
28440,8.0
28448,9.0
28456,4.0
28457,10.0
28504,9.0
28512,5.0
28513,6.0
28552,7.0
32496,9.0
32528,12.0
32529,8.0
32544,9.0
32576,10.0
32592,9.0
32600,12.0
32616,10.0
36568,14.0
36576,12.0
36600,11.0
36608,10.0
36640,8.0
36656,13.0
36680,9.0
36688,14.0
40624,14.0
40632,11.0
40656,9.0
40680,11.0
40728,10.0
40736,15.0
40744,14.0
40768,12.0
44680,12.0
44720,15.0
44728,10.0
44736,12.0
44776,14.0
44784,14.0
44808,11.0
44816,13.0
48728,9.0
48784,12.0
48792,10.0
48800,15.0
48848,12.0
48849,12.0
48872,13.0
48904,11.0
52800,10.0
52832,13.0
52848,10.0
52880,9.0
52912,11.0
52920,6.0
52936,12.0
52960,8.0
56856,14.0
56896,15.0
56904,13.0
56936,11.0
56960,12.0
56976,16.0
57016,14.0
57017,13.0
60896,15.0
60936,12.0
60944,12.0
60984,13.0
61032,13.0
61072,11.0
61080,16.0
61096,12.0
64984,14.0
65016,11.0
65032,12.0
65040,13.0
65096,15.0
65120,13.0
65160,13.0
65161,14.0
69072,10.0
69096,11.0
69120,7.0
69128,10.0
69160,8.0
69192,11.0
69200,9.0
69208,10.0
73160,16.0
73161,13.0
73168,16.0
73216,12.0
73248,11.0
73256,11.0
73280,13.0
73296,11.0
77216,12.0
77217,15.0
77256,14.0
77272,18.0
77312,14.0
77328,14.0
77344,16.0
77360,14.0
81280,15.0
81296,14.0
81328,18.0
81360,14.0
81376,19.0
81416,14.0
81417,15.0
81424,15.0
85320,15.0
85344,14.0
85376,18.0
85416,14.0
85464,12.0
85496,16.0
85497,17.0
85504,16.0
89376,17.0
89416,16.0
89440,12.0
89496,14.0
89504,12.0
89544,18.0
89560,15.0
89568,16.0
93440,15.0
93488,19.0
93512,13.0
93584,14.0
93600,15.0
93616,12.0
93640,14.0
93648,16.0
97496,11.0
97536,11.0
97560,12.0
97656,11.0
97688,8.0
97704,10.0
97705,9.0
97706,10.0
101584,15.0
101600,12.0
101648,15.0
101728,10.0
101729,12.0
101760,10.0
101761,13.0
101776,15.0
105632,15.0
105656,13.0
105712,16.0
105768,15.0
105824,15.0
105840,14.0
105848,17.0
105856,16.0
109704,16.0
109705,15.0
109784,16.0
109864,14.0
109904,19.0
109920,16.0
109928,15.0
109952,16.0
113752,19.0
113760,14.0
113840,17.0
113936,16.0
113992,14.0
113993,15.0
114000,13.0
114048,15.0
117792,8.0
117800,9.0
117904,11.0
117976,10.0
118032,10.0
118056,10.0
118088,9.0
118120,11.0
121840,13.0
121880,15.0
122000,14.0
122056,17.0
122072,18.0
122128,20.0
122184,12.0
122185,16.0
125928,14.0
125944,18.0
126080,17.0
126120,17.0
126144,15.0
126200,20.0
126264,14.0
126265,17.0
129968,10.0
130016,4.0
130152,11.0
130200,11.0
130232,11.0
130272,8.0
130312,11.0
130336,7.0
134032,20.0
134064,14.0
134224,15.0
134248,16.0
134320,14.0
134344,20.0
134360,16.0
134432,15.0
138088,19.0
138112,18.0
138288,11.0
138296,17.0
138400,15.0
138432,19.0
138448,20.0
138496,15.0
142128,17.0
142168,16.0
142352,20.0
142368,17.0
142496,19.0
142497,16.0
142504,17.0
142560,14.0
146184,14.0
146248,16.0
146408,17.0
146456,19.0
146536,17.0
146592,18.0
146593,19.0
146624,17.0
150248,22.0
150296,17.0
150488,18.0
150512,17.0
150624,17.0
150648,19.0
150656,19.0
150664,20.0
154288,21.0
154392,17.0
154536,15.0
154568,17.0
154688,19.0
154689,18.0
154696,17.0
154760,16.0
158384,17.0
158480,20.0
158608,17.0
158656,18.0
158744,17.0
158752,18.0
158776,20.0
158840,19.0
162440,18.0
162536,15.0
162688,18.0
162752,18.0
162816,17.0
162824,20.0
