method,task,task_name,phase,iter,frames_total,raw,normalized
finetune,0,"biggrid50-goal(40,31)",task1,10,10240,0.8285714387893677,0.4533622633863899
finetune,0,"biggrid50-goal(40,31)",task1,20,20480,0.8285714387893677,0.4533622633863899
finetune,0,"biggrid50-goal(40,31)",task1,30,30720,0.8285714387893677,0.4533622633863899
finetune,0,"biggrid50-goal(40,31)",task1,40,40960,0.8285714387893677,0.4533622633863899
finetune,0,"biggrid50-goal(40,31)",task1,50,51200,0.8285714387893677,0.4533622633863899
finetune,0,"biggrid50-goal(40,31)",task1,60,61440,0.8285714387893677,0.4533622633863899
finetune,0,"biggrid50-goal(40,31)",task1,70,71680,0.8285714387893677,0.4533622633863899
finetune,0,"biggrid50-goal(40,31)",task1,80,81920,0.8285714387893677,0.4533622633863899
finetune,0,"biggrid50-goal(40,31)",task1,90,92160,0.8285714387893677,0.4533622633863899
finetune,0,"biggrid50-goal(40,31)",task1,100,102400,0.8346937894821167,0.4728847274484142
finetune,0,"biggrid50-goal(40,31)",task1,110,112640,0.8030611276626587,0.3720170159192584
finetune,0,"biggrid50-goal(40,31)",task1,120,122880,0.9091835021972656,0.7104115880371595
finetune,0,"biggrid50-goal(40,31)",task1,130,133120,0.8091835975646973,0.3915398601063666
finetune,0,"biggrid50-goal(40,31)",task1,140,143360,0.8255101442337036,0.44360065123029385
finetune,0,"biggrid50-goal(40,31)",task1,150,153600,0.8265304565429688,0.4468541418239086
finetune,0,"biggrid50-goal(40,31)",task1,160,163840,0.8265305757522583,0.44685452194899256
finetune,0,"biggrid50-goal(40,31)",task1,170,174080,0.8030611276626587,0.3720170159192584
finetune,0,"biggrid50-goal(40,31)",task1,180,184320,0.7979590892791748,0.3557480424508489
finetune,0,"biggrid50-goal(40,31)",task1,190,194560,0.8112243413925171,0.39804722141868004
finetune,0,"biggrid50-goal(40,31)",task1,200,204800,0.8081632852554321,0.38828636951275186
finetune,0,"biggrid50-goal(40,31)",task1,210,215040,0.8071428537368774,0.38503249879405316
finetune,0,"biggrid50-goal(40,31)",task1,220,225280,0.8673468828201294,0.5770063096962686
finetune,0,"biggrid50-goal(40,31)",task1,230,235520,0.8326529264450073,0.4663769860110168
finetune,0,"biggrid50-goal(40,31)",task1,240,245760,0.8346937298774719,0.4728845373858722
finetune,0,"biggrid50-goal(40,31)",task1,250,256000,0.8489794731140137,0.518437777134944
finetune,0,"biggrid50-goal(40,31)",task1,260,266240,0.9153059720993042,0.7299344322242677
