global_step,episodic_return
0,0.0
4040,1.0
4048,0.0
4056,0.0
4057,0.0
4064,0.0
4072,0.0
4088,0.0
4096,0.0
8088,0.0
8112,0.0
8120,0.0
8136,0.0
8144,1.0
8145,0.0
8152,0.0
8176,0.0
12160,0.0
12176,0.0
12177,0.0
12184,0.0
12200,0.0
12224,0.0
12248,0.0
12249,0.0
16224,0.0
16240,0.0
16264,0.0
16265,0.0
16272,0.0
16288,0.0
16289,0.0
16328,0.0
20296,0.0
20304,1.0
20328,0.0
20344,0.0
20352,2.0
20360,0.0
20368,0.0
20392,2.0
24376,1.0
24384,0.0
24392,0.0
24408,0.0
24416,1.0
24432,4.0
24440,2.0
24464,0.0
28440,3.0
28448,3.0
28456,4.0
28457,7.0
28504,3.0
28512,5.0
28513,4.0
28552,2.0
32496,4.0
32528,6.0
32529,4.0
32544,6.0
32576,1.0
32592,2.0
32600,4.0
32616,1.0
36568,5.0
36576,3.0
36600,5.0
36608,5.0
36640,3.0
36656,4.0
36680,5.0
36688,3.0
40624,5.0
40632,4.0
40656,5.0
40680,8.0
40728,4.0
40736,5.0
40744,6.0
40768,6.0
44680,5.0
44720,7.0
44728,6.0
44736,5.0
44776,10.0
44784,6.0
44808,1.0
44816,7.0
48728,5.0
48784,4.0
48792,6.0
48800,5.0
48848,10.0
48849,5.0
48872,6.0
48904,3.0
52800,7.0
52832,4.0
52848,7.0
52880,5.0
52912,3.0
52920,7.0
52936,8.0
52960,6.0
56856,2.0
56896,6.0
56904,6.0
56936,6.0
56960,4.0
56976,8.0
57016,6.0
57017,8.0
60896,6.0
60936,8.0
60944,9.0
60984,7.0
61032,6.0
61072,8.0
61080,6.0
61096,6.0
64984,10.0
65016,6.0
65032,6.0
65040,5.0
65096,5.0
65120,6.0
65160,6.0
65161,7.0
69072,7.0
69096,10.0
69120,9.0
69128,6.0
69160,5.0
69192,6.0
69200,3.0
69208,7.0
73160,6.0
73161,5.0
73168,6.0
73216,6.0
73248,5.0
73256,6.0
73280,9.0
73296,7.0
77216,8.0
77217,8.0
77256,6.0
77272,6.0
77312,7.0
77328,7.0
77344,9.0
77360,9.0
81280,7.0
81296,6.0
81328,6.0
81360,6.0
81376,9.0
81416,7.0
81417,9.0
81424,9.0
85320,9.0
85344,9.0
85376,6.0
85416,10.0
85464,7.0
85496,10.0
85497,7.0
85504,8.0
89376,9.0
89416,8.0
89440,8.0
89496,10.0
89504,8.0
89544,9.0
89560,6.0
89568,5.0
93440,11.0
93488,5.0
93512,9.0
93584,8.0
93600,8.0
93616,6.0
93640,7.0
93648,9.0
97496,7.0
97536,5.0
97560,3.0
97656,4.0
97688,9.0
97704,7.0
97705,5.0
97706,7.0
101584,6.0
101600,9.0
101648,9.0
101728,10.0
101729,8.0
101760,7.0
101761,10.0
101776,8.0
105632,8.0
105656,7.0
105712,6.0
105768,4.0
105824,8.0
105840,9.0
105848,9.0
105856,9.0
109704,7.0
109705,10.0
109784,7.0
109864,8.0
109904,8.0
109920,6.0
109928,7.0
109952,8.0
113752,11.0
113760,8.0
113840,9.0
113936,11.0
113992,8.0
113993,6.0
114000,4.0
114048,10.0
117792,4.0
117800,6.0
117904,6.0
117976,7.0
118032,5.0
118056,6.0
118088,6.0
118120,5.0
121840,7.0
121880,9.0
122000,10.0
122056,8.0
122072,9.0
122128,10.0
122184,10.0
122185,9.0
125928,8.0
125944,6.0
126080,7.0
126120,11.0
126144,6.0
126200,9.0
126264,6.0
126265,4.0
129968,5.0
130016,8.0
130152,6.0
130200,5.0
130232,5.0
130272,4.0
130312,4.0
130336,5.0
134032,5.0
134064,4.0
134224,4.0
134248,8.0
134320,7.0
134344,6.0
134360,5.0
134432,3.0
138088,5.0
138112,6.0
138288,5.0
138296,5.0
138400,5.0
138432,8.0
138448,5.0
138496,6.0
142128,8.0
142168,7.0
142352,6.0
142368,7.0
142496,1.0
142497,6.0
142504,7.0
142560,7.0
146184,5.0
146248,9.0
146408,7.0
146456,11.0
146536,5.0
146592,10.0
146593,7.0
146624,9.0
150248,4.0
150296,6.0
150488,8.0
150512,9.0
150624,6.0
150648,8.0
150656,7.0
150664,7.0
154288,8.0
154392,9.0
154536,9.0
154568,9.0
