global_step,episodic_return
0,0.0
472,60.0
624,100.0
648,35.0
656,80.0
712,70.0
744,40.0
832,55.0
1160,145.0
1168,40.0
1408,210.0
1448,35.0
1480,40.0
1512,150.0
1624,30.0
1736,95.0
1824,130.0
2024,50.0
2160,125.0
2272,25.0
2320,35.0
2536,245.0
2537,140.0
2856,90.0
2944,165.0
3016,30.0
3056,565.0
3072,250.0
3336,15.0
3408,50.0
3456,80.0
3600,210.0
3632,105.0
3728,175.0
4064,105.0
4160,355.0
4192,65.0
4352,90.0
4456,55.0
4552,75.0
4592,155.0
4696,105.0
4720,470.0
4800,75.0
5072,50.0
5208,110.0
5368,55.0
5392,185.0
5440,20.0
5608,145.0
5760,265.0
5904,20.0
6000,190.0
6024,35.0
6152,40.0
6216,300.0
6240,65.0
6248,25.0
6312,55.0
6576,30.0
6608,120.0
6672,50.0
6680,80.0
7096,105.0
7144,105.0
7192,190.0
7248,75.0
7424,350.0
7832,190.0
7944,350.0
7952,350.0
8096,110.0
8232,45.0
8376,105.0
8480,205.0
8640,35.0
8744,325.0
8968,55.0
9112,310.0
9152,30.0
9153,165.0
9184,100.0
9264,70.0
9352,285.0
9504,210.0
9568,30.0
9832,120.0
10024,110.0
10064,100.0
10072,95.0
10168,95.0
10176,175.0
10344,75.0
10512,110.0
10832,80.0
10833,125.0
11080,395.0
11192,55.0
11616,220.0
11664,300.0
11680,295.0
11704,105.0
12048,380.0
12296,275.0
12496,130.0
12728,195.0
12768,250.0
12880,420.0
12920,215.0
13016,370.0
13168,395.0
13169,335.0
13416,75.0
13744,95.0
14056,110.0
14144,155.0
14264,380.0
14376,215.0
14384,245.0
14888,645.0
14992,330.0
15032,35.0
15040,525.0
15128,30.0
15528,45.0
15728,260.0
15768,440.0
16168,155.0
16216,170.0
16232,380.0
16336,350.0
16376,85.0
16400,615.0
17112,185.0
17312,550.0
17440,340.0
17512,440.0
17728,160.0
17784,310.0
17792,225.0
18056,75.0
18592,285.0
18952,380.0
18992,675.0
19128,190.0
19256,575.0
19264,310.0
19304,290.0
19944,80.0
20096,595.0
20224,305.0
20392,725.0
20472,245.0
20520,480.0
20776,295.0
21464,505.0
21528,230.0
21616,315.0
21656,435.0
21736,415.0
22072,375.0
22080,345.0
22424,320.0
22784,295.0
22824,355.0
22904,215.0
23144,210.0
23224,205.0
23544,585.0
23752,670.0
24152,790.0
24176,315.0
24240,350.0
24336,330.0
24496,90.0
24864,380.0
25184,85.0
25224,725.0
25304,280.0
25928,430.0
26024,430.0
26256,570.0
26320,315.0
26872,805.0
27072,335.0
27073,470.0
27168,455.0
27432,470.0
27464,685.0
28448,530.0
28608,305.0
28672,270.0
28704,315.0
28712,205.0
29176,720.0
29680,835.0
29848,520.0
30064,755.0
30608,670.0
30624,320.0
30752,430.0
30920,305.0
31000,320.0
31312,475.0
31568,135.0
31712,525.0
31952,290.0
32040,90.0
32184,730.0
32248,360.0
32488,340.0
32976,370.0
33040,285.0
33360,215.0
33744,555.0
33776,645.0
34464,435.0
34736,835.0
35024,555.0
35256,265.0
35592,610.0
35593,775.0
35936,395.0
36144,605.0
36288,405.0
36496,600.0
36936,270.0
36992,370.0
37128,540.0
37528,525.0
37864,805.0
37984,500.0
38664,800.0
38856,480.0
38872,280.0
39064,685.0
39248,445.0
39320,385.0
39648,485.0
39728,775.0
40256,490.0
40424,325.0
40952,595.0
41184,715.0
41296,275.0
41392,740.0
41640,550.0
42408,320.0
42504,280.0
42672,555.0
42736,610.0
42776,1175.0
42936,555.0
43368,330.0
43672,660.0
43952,600.0
44280,610.0
44312,390.0
44360,360.0
44712,265.0
44792,545.0
45896,605.0
46040,555.0
46048,610.0
46240,640.0
46248,365.0
46696,585.0
46697,1185.0
46936,650.0
47416,515.0
47624,350.0
47944,355.0
48136,250.0
48280,630.0
48376,420.0
48440,580.0
48441,430.0
48616,505.0
49200,330.0
49208,360.0
49504,270.0
49512,480.0
49936,265.0
50408,365.0
50456,560.0
51032,595.0
51088,805.0
51248,280.0
52000,575.0
52032,400.0
52400,475.0
52720,605.0
52824,465.0
52856,880.0
53256,910.0
54176,325.0
54256,555.0
54448,270.0
54688,995.0
54696,755.0
54888,325.0
55280,335.0
55312,550.0
55648,330.0
55952,530.0
56248,1565.0
56400,535.0
56624,550.0
56632,305.0
56768,420.0
56888,295.0
57432,435.0
57488,215.0
57624,330.0
58192,330.0
58488,385.0
58600,500.0
59192,555.0
59216,515.0
59368,385.0
59520,350.0
59608,875.0
60032,260.0
60232,370.0
60464,475.0
61208,605.0
61264,340.0
61408,870.0
61568,485.0
62312,605.0
62576,620.0
62768,285.0
62808,890.0
62840,305.0
62896,485.0
63120,400.0
63440,925.0
64136,330.0
64152,570.0
64160,365.0
64176,800.0
64592,650.0
64776,775.0
64864,355.0
65080,470.0
65424,305.0
65728,745.0
66176,600.0
66184,325.0
66224,350.0
66304,475.0
66392,695.0
67168,575.0
67256,600.0
67680,325.0
67784,740.0
67992,445.0
68832,755.0
69048,745.0
69328,745.0
69344,885.0
69568,360.0
69928,385.0
70176,975.0
70264,550.0
70600,545.0
70840,695.0
71024,335.0
71648,775.0
72008,350.0
72128,310.0
72288,605.0
72368,1045.0
72392,1005.0
72408,610.0
72976,390.0
73200,485.0
73928,540.0
73952,490.0
74432,605.0
74456,570.0
74592,830.0
74760,605.0
74816,605.0
75304,530.0
75504,455.0
75992,740.0
76376,550.0
76608,670.0
77264,600.0
77656,790.0
77848,915.0
78240,545.0
78304,1150.0
78688,775.0
79128,770.0
79240,740.0
79512,310.0
79856,610.0
79944,395.0
80008,1335.0
80368,770.0
81152,805.0
81224,555.0
81576,290.0
81648,770.0
82248,800.0
82296,690.0
82760,315.0
82904,1445.0
83344,1325.0
83352,720.0
84144,555.0
84568,490.0
84584,560.0
84984,510.0
85056,265.0
85784,1070.0
85872,1170.0
86416,1200.0
86488,555.0
86592,600.0
86768,600.0
87208,510.0
87304,395.0
87800,445.0
87880,360.0
88176,805.0
88600,660.0
89592,620.0
89688,515.0
89936,425.0
89968,1000.0
89992,600.0
90080,780.0
90504,1450.0
90536,1340.0
90768,260.0
91760,315.0
91856,420.0
91904,490.0
92024,515.0
92152,495.0
92280,775.0
92512,515.0
93128,750.0
93168,350.0
93192,325.0
93552,585.0
94184,580.0
94328,455.0
94329,500.0
94624,670.0
95016,440.0
95088,805.0
95128,640.0
95960,685.0
96072,250.0
