global_step,episodic_return
0,0.0
496,20.0
776,125.0
928,210.0
1112,170.0
1160,160.0
1272,150.0
1312,105.0
1313,65.0
1472,155.0
1672,310.0
1728,30.0
1816,155.0
1840,50.0
1872,180.0
1976,195.0
2040,55.0
2136,45.0
2152,25.0
2256,0.0
2528,35.0
2552,115.0
2704,90.0
2720,15.0
2976,140.0
3104,65.0
3240,25.0
3552,160.0
3736,185.0
3744,230.0
3840,95.0
3944,295.0
3952,180.0
4200,155.0
4416,165.0
4424,100.0
4616,50.0
4624,95.0
4664,200.0
4744,55.0
4768,180.0
4864,75.0
5160,20.0
5208,85.0
5464,145.0
5496,55.0
5672,65.0
5736,10.0
5792,185.0
5968,165.0
6144,15.0
6240,75.0
6241,415.0
6336,165.0
6416,50.0
6544,170.0
6576,340.0
6736,20.0
6800,35.0
6808,85.0
7000,45.0
7016,90.0
7040,30.0
7041,80.0
7376,85.0
7480,60.0
7664,60.0
7816,5.0
7992,70.0
8016,160.0
8088,155.0
8272,75.0
8336,275.0
8488,20.0
8512,250.0
8544,185.0
8672,45.0
8688,110.0
8712,115.0
8936,15.0
9000,90.0
9080,20.0
9232,60.0
9440,130.0
9608,95.0
9624,30.0
9672,260.0
9832,210.0
10016,130.0
10048,110.0
10056,10.0
10072,35.0
10168,10.0
10448,205.0
10568,80.0
10792,65.0
10920,110.0
10936,15.0
11056,105.0
11128,395.0
11264,400.0
11288,20.0
11712,15.0
11728,325.0
11744,125.0
11912,100.0
11968,220.0
11969,325.0
11992,265.0
12224,360.0
12424,45.0
12432,170.0
12720,55.0
12736,90.0
12840,35.0
12864,160.0
13120,150.0
13128,115.0
13256,30.0
13320,490.0
13528,35.0
13529,100.0
13656,15.0
13672,260.0
13896,5.0
14112,0.0
14120,85.0
14176,50.0
14312,110.0
14424,120.0
14552,290.0
14616,375.0
14632,20.0
14792,35.0
14840,150.0
15088,35.0
15120,35.0
15200,20.0
15272,180.0
15456,120.0
15520,50.0
15528,465.0
15576,325.0
15864,80.0
15952,0.0
15984,85.0
16000,10.0
16016,60.0
16136,75.0
16384,90.0
16528,55.0
16832,85.0
16984,140.0
17152,235.0
17216,55.0
17272,110.0
17400,385.0
17448,80.0
17472,295.0
17528,350.0
17848,135.0
17952,115.0
17968,5.0
18040,45.0
18160,25.0
18288,135.0
18384,115.0
18448,15.0
18640,65.0
18776,85.0
18777,195.0
18872,30.0
18904,55.0
19040,85.0
19208,60.0
19288,110.0
19320,5.0
19456,75.0
19592,490.0
19752,345.0
19904,35.0
20160,110.0
20208,30.0
20480,200.0
20648,260.0
20944,255.0
20992,260.0
21176,305.0
21200,255.0
21224,95.0
21408,95.0
21456,205.0
21584,60.0
21600,205.0
21760,60.0
21920,185.0
21976,30.0
21984,30.0
22064,110.0
22128,60.0
22400,10.0
22536,55.0
22584,60.0
22848,70.0
22872,235.0
23016,190.0
23104,105.0
23264,280.0
23360,315.0
23416,130.0
23464,130.0
23784,50.0
23800,100.0
23896,190.0
24016,210.0
24128,20.0
24240,60.0
24328,175.0
24352,170.0
24512,155.0
24576,55.0
24608,55.0
24680,40.0
24768,95.0
24864,125.0
25184,75.0
25208,40.0
25240,60.0
25384,110.0
25424,15.0
25480,115.0
25584,35.0
25704,40.0
25880,200.0
26088,100.0
26104,15.0
26248,20.0
26448,30.0
26664,375.0
26704,325.0
26936,70.0
27256,95.0
27320,875.0
27321,85.0
27400,460.0
27504,15.0
27592,105.0
27880,525.0
