method,task_idx,iter,mu,shortfall_current,coeff_current,grad_share_past,t_wall
constrained,7,95,0.0,0.0610564649105072,0.0,,687.036
constrained,7,100,0.0,0.06402632966637611,0.0,,690.402
constrained,7,105,0.0,0.06971026957035065,0.0,,691.615
constrained,7,110,0.0,0.06725292280316353,0.0,,694.246
constrained,7,115,0.0,0.06514439359307289,0.0,,695.459
constrained,7,120,0.0,0.05865926295518875,0.0,,698.093
constrained,7,125,0.0,0.05374276638031006,0.0,,699.306
constrained,7,130,0.0,0.05143282562494278,0.0,,701.942
constrained,7,135,0.0,0.06504480913281441,0.0,,703.157
constrained,7,140,0.0,0.05871207267045975,0.0,,705.789
constrained,7,145,0.0,0.06399918347597122,0.0,,707.005
constrained,8,0,0.0,0.14981460571289062,0.0,,782.008
constrained,8,5,0.0,0.1558620184659958,0.0,,783.212
constrained,8,10,0.0,0.16197799891233444,0.0,,786.004
constrained,8,15,0.0,0.15355942770838737,0.0,,787.21
constrained,8,20,0.0,0.1739288903772831,0.0,,790.01
constrained,8,25,0.0,0.16121935471892357,0.0,,791.217
constrained,8,30,0.0,0.16393616423010826,0.0,,794.022
constrained,8,35,0.0,0.16610563546419144,0.0,,795.228
constrained,8,40,0.0,0.1607610322535038,0.0,,798.001
constrained,8,45,0.0,0.17189467325806618,0.0,,799.207
constrained,8,50,0.0,0.17572765052318573,0.0,,802.793
constrained,8,55,0.0,0.16510802879929543,0.0,,804.001
constrained,8,60,0.0,0.1744164638221264,0.0,,806.804
constrained,8,65,0.0,0.16509553417563438,0.0,,808.01
constrained,8,70,0.0,0.1679185815155506,0.0,,810.808
constrained,8,75,0.0,0.17053881287574768,0.0,,812.015
constrained,8,80,0.0,0.17442253232002258,0.0,,814.814
constrained,8,85,0.0,0.17610976099967957,0.0,,816.027
constrained,8,90,0.0,0.17706897109746933,0.0,,818.829
constrained,8,95,0.0,0.17992907017469406,0.0,,820.034
constrained,8,100,0.0,0.17407966777682304,0.0,,823.647
constrained,8,105,0.0,0.1751616932451725,0.0,,824.853
constrained,8,110,0.0,0.1705542840063572,0.0,,827.647
constrained,8,115,0.0,0.1681949533522129,0.0,,828.857
constrained,8,120,0.0,0.1715099737048149,0.0,,831.651
constrained,8,125,0.0,0.1717652790248394,0.0,,832.855
constrained,8,130,0.0,0.18447617441415787,0.0,,835.654
constrained,8,135,0.0,0.1831923872232437,0.0,,836.859
constrained,8,140,0.0,0.17375214770436287,0.0,,839.664
constrained,8,145,0.0,0.1644415333867073,0.0,,840.873
constrained,9,0,0.0,0.11627021804451942,0.0,,920.878
constrained,9,5,0.0,0.10840635374188423,0.0,,922.086
constrained,9,10,0.0,0.1183297224342823,0.0,,925.034
constrained,9,15,0.0,0.11480863019824028,0.0,,926.245
constrained,9,20,0.0,0.12445841357111931,0.0,,929.22
constrained,9,25,0.0,0.11159048974514008,0.0,,930.436
constrained,9,30,0.0,0.1194806843996048,0.0,,933.41
constrained,9,35,0.0,0.11717062443494797,0.0,,934.62
constrained,9,40,0.0,0.13928688690066338,0.0,,937.594
constrained,9,45,0.0,0.13852347433567047,0.0,,938.806
constrained,9,50,0.0,0.13238108903169632,0.0,,942.684
constrained,9,55,0.0,0.13399897888302803,0.0,,943.896
constrained,9,60,0.0,0.13791418820619583,0.0,,946.868
constrained,9,65,0.0,0.12883246317505836,0.0,,948.076
constrained,9,70,0.0,0.1412579007446766,0.0,,951.051
constrained,9,75,0.0,0.10585467144846916,0.0,,952.261
constrained,9,80,0.0,0.1148778423666954,0.0,,955.238
constrained,9,85,0.0,0.12674079835414886,0.0,,956.448
constrained,9,90,0.0,0.12488842383027077,0.0,,959.424
constrained,9,95,0.0,0.11733030527830124,0.0,,960.632
constrained,9,100,0.0,0.12982860952615738,0.0,,964.506
constrained,9,105,0.0,0.13025550171732903,0.0,,965.716
constrained,9,110,0.0,0.13984083011746407,0.0,,968.692
constrained,9,115,0.0,0.1574227288365364,0.0,,969.902
constrained,9,120,0.0,0.16512718424201012,0.0,,972.885
constrained,9,125,0.0,0.15750787407159805,0.0,,974.097
constrained,9,130,0.0,0.15473546832799911,0.0,,977.078
constrained,9,135,0.0,0.13396168500185013,0.0,,978.285
constrained,9,140,0.0,0.13839224353432655,0.0,,981.269
constrained,9,145,0.0,0.1401800811290741,0.0,,982.477
constrained,10,0,0.0,0.09659374132752419,0.0,,1035.953
constrained,10,5,0.0,0.09885785728693008,0.0,,1037.166
constrained,10,10,0.0,0.10978996753692627,0.0,,1040.325
constrained,10,15,0.0,0.09872708097100258,0.0,,1041.538
constrained,10,20,0.0,0.10619447007775307,0.0,,1044.696
constrained,10,25,0.0,0.09373873472213745,0.0,,1045.91
constrained,10,30,0.0,0.10805300623178482,0.0,,1049.06
constrained,10,35,0.0,0.11050459370017052,0.0,,1050.271
constrained,10,40,0.0,0.11505936086177826,0.0,,1053.425
constrained,10,45,0.0,0.1014028862118721,0.0,,1054.637
constrained,10,50,0.0,0.10136711969971657,0.0,,1058.785
constrained,10,55,0.0,0.09174104407429695,0.0,,1059.998
constrained,10,60,0.0,0.09593365341424942,0.0,,1063.15
constrained,10,65,0.0,0.09947403892874718,0.0,,1064.363
constrained,10,70,0.0,0.09314635396003723,0.0,,1067.514
constrained,10,75,0.0,0.09220979362726212,0.0,,1068.726
constrained,10,80,0.0,0.09977715089917183,0.0,,1071.883
constrained,10,85,0.0,0.08499868586659431,0.0,,1073.096
constrained,10,90,0.0,0.08999581262469292,0.0,,1076.247
constrained,10,95,0.0,0.0963006429374218,0.0,,1077.458
constrained,10,100,0.0,0.0966666229069233,0.0,,1081.595
constrained,10,105,0.0,0.09780937805771828,0.0,,1082.812
constrained,10,110,0.0,0.08188190683722496,0.0,,1085.974
constrained,10,115,0.0,0.09535860829055309,0.0,,1087.184
constrained,10,120,0.0,0.07803637161850929,0.0,,1090.338
constrained,10,125,0.0,0.08827195689082146,0.0,,1091.552
constrained,10,130,0.0,0.09961115941405296,0.0,,1094.707
constrained,10,135,0.0,0.07984063029289246,0.0,,1095.921
constrained,10,140,0.0,0.08308622986078262,0.0,,1099.079
constrained,10,145,0.0,0.08212331682443619,0.0,,1100.292
constrained,11,0,0.0,0.0,0.0,,1156.947
constrained,11,5,0.0,0.0,0.0,,1158.16
constrained,11,10,0.0,0.0,0.0,,1161.494
constrained,11,15,0.0,0.0,0.0,,1162.71
constrained,11,20,0.0,0.0,0.0,,1166.05
constrained,11,25,0.0,0.0,0.0,,1167.268
constrained,11,30,0.0,0.0,0.0,,1170.605
constrained,11,35,0.0,0.009721379727125168,0.0,,1171.824
constrained,11,40,0.0,0.009239964187145233,0.0,,1175.161
constrained,11,45,0.0,0.001444019377231598,0.0,,1176.375
constrained,11,50,0.0,0.020617865025997162,0.0,,1180.798
constrained,11,55,0.0,0.0,0.0,,1182.011
constrained,11,60,0.0,0.0,0.0,,1185.35
constrained,11,65,0.0,0.0,0.0,,1186.563
constrained,11,70,0.0,0.002381458878517151,0.0,,1189.9
constrained,11,75,0.0,0.0,0.0,,1191.114
constrained,11,80,0.0,0.009524207562208176,0.0,,1194.454
constrained,11,85,0.0,0.0025977827608585358,0.0,,1195.669
constrained,11,90,0.0,0.005309503525495529,0.0,,1199.012
constrained,11,95,0.0,0.0009050369262695312,0.0,,1200.228
constrained,11,100,0.0,0.003369878977537155,0.0,,1204.629
constrained,11,105,0.0,0.0,0.0,,1205.844
constrained,11,110,0.0,0.0,0.0,,1209.181
constrained,11,115,0.0,0.0,0.0,,1210.401
constrained,11,120,0.0,0.0063213929533958435,0.0,,1213.705
constrained,11,125,0.0,0.001987658441066742,0.0,,1214.921
constrained,11,130,0.0,0.0,0.0,,1218.219
constrained,11,135,0.0,0.0,0.0,,1219.433
constrained,11,140,0.0,0.0,0.0,,1222.683
constrained,11,145,0.0,0.006145015358924866,0.0,,1223.898
constrained,12,0,0.0,0.11975336819887161,0.0,,1282.59
constrained,12,5,0.0,0.10197857767343521,0.0,,1283.793
constrained,12,10,0.0,0.09102342277765274,0.0,,1287.301
constrained,12,15,0.0,0.09717080369591713,0.0,,1288.508
constrained,12,20,0.0,0.10428933799266815,0.0,,1292.012
constrained,12,25,0.0,0.08977353572845459,0.0,,1293.217
constrained,12,30,0.0,0.08870482817292213,0.0,,1296.731
constrained,12,35,0.0,0.09464060142636299,0.0,,1297.938
constrained,12,40,0.0,0.08335736393928528,0.0,,1301.438
constrained,12,45,0.0,0.08811281993985176,0.0,,1302.641
constrained,12,50,0.0,0.08660199865698814,0.0,,1307.318
constrained,12,55,0.0,0.08199417218565941,0.0,,1308.524
constrained,12,60,0.0,0.08228589594364166,0.0,,1312.031
constrained,12,65,0.0,0.08345090597867966,0.0,,1313.235
constrained,12,70,0.0,0.07490450143814087,0.0,,1316.739
constrained,12,75,0.0,0.07780604064464569,0.0,,1317.945
constrained,12,80,0.0,0.08595001697540283,0.0,,1321.449
constrained,12,85,0.0,0.08249325677752495,0.0,,1322.652
constrained,12,90,0.0,0.08034703880548477,0.0,,1326.161
constrained,12,95,0.0,0.08110809326171875,0.0,,1327.367
constrained,12,100,0.0,0.08382084220647812,0.0,,1331.916
constrained,12,105,0.0,0.08272812142968178,0.0,,1333.123
constrained,12,110,0.0,0.08353001996874809,0.0,,1336.613
constrained,12,115,0.0,0.0682590939104557,0.0,,1337.817
constrained,12,120,0.0,0.09026237949728966,0.0,,1341.322
constrained,12,125,0.0,0.08854122832417488,0.0,,1342.53
constrained,12,130,0.0,0.09529448300600052,0.0,,1345.985
constrained,12,135,0.0,0.0871368870139122,0.0,,1347.19
constrained,12,140,0.0,0.0975136011838913,0.0,,1350.691
constrained,12,145,0.0,0.09838591516017914,0.0,,1351.898
constrained,13,0,0.0,0.10444708541035652,0.0,,1414.52
constrained,13,5,0.0,0.0923147201538086,0.0,,1415.73
constrained,13,10,0.0,0.11334795504808426,0.0,,1419.414
constrained,13,15,0.0,0.11944650486111641,0.0,,1420.623
constrained,13,20,0.0,0.1321001946926117,0.0,,1424.233
constrained,13,25,0.0,0.14098533242940903,0.0,,1425.443
constrained,13,30,0.0,0.11912405118346214,0.0,,1429.062
constrained,13,35,0.0,0.13542886823415756,0.0,,1430.273
constrained,13,40,0.0,0.13314301148056984,0.0,,1433.885
constrained,13,45,0.0,0.13063041493296623,0.0,,1435.093
constrained,13,50,0.0,0.13506599515676498,0.0,,1439.903
constrained,13,55,0.0,0.1426452286541462,0.0,,1441.11
constrained,13,60,0.0,0.13583124801516533,0.0,,1444.717
constrained,13,65,0.0,0.14334136247634888,0.0,,1445.924
constrained,13,70,0.0,0.14031252264976501,0.0,,1449.489
constrained,13,75,0.0,0.1460758037865162,0.0,,1450.699
constrained,13,80,0.0,0.14165251702070236,0.0,,1454.336
constrained,13,85,0.0,0.13280578330159187,0.0,,1455.544
constrained,13,90,0.0,0.1304398514330387,0.0,,1459.222
constrained,13,95,0.0,0.12383050099015236,0.0,,1460.432
constrained,13,100,0.0,0.14154502004384995,0.0,,1465.372
constrained,13,105,0.0,0.12722494825720787,0.0,,1466.58
constrained,13,110,0.0,0.12503015995025635,0.0,,1470.201
constrained,13,115,0.0,0.12774275988340378,0.0,,1471.409
constrained,13,120,0.0,0.1261717900633812,0.0,,1475.092
constrained,13,125,0.0,0.12313199788331985,0.0,,1476.304
constrained,13,130,0.0,0.11835599318146706,0.0,,1479.993
constrained,13,135,0.0,0.1251247227191925,0.0,,1481.202
constrained,13,140,0.0,0.11472543329000473,0.0,,1484.831
constrained,13,145,0.0,0.1267167031764984,0.0,,1486.036
constrained,14,0,0.0,0.0,0.0,,1551.063
constrained,14,5,0.0,0.0,0.0,,1552.278
constrained,14,10,0.0,0.0,0.0,,1556.134
constrained,14,15,0.0,0.0,0.0,,1557.347
constrained,14,20,0.0,0.0,0.0,,1561.216
constrained,14,25,0.0,0.0,0.0,,1562.429
constrained,14,30,0.0,0.0,0.0,,1566.297
constrained,14,35,0.0,0.0,0.0,,1567.509
constrained,14,40,0.0,0.0,0.0,,1571.296
constrained,14,45,0.0,0.0,0.0,,1572.508
constrained,14,50,0.0,0.0,0.0,,1577.737
constrained,14,55,0.0,0.0,0.0,,1578.952
constrained,14,60,0.0,0.0,0.0,,1582.824
constrained,14,65,0.0,0.0,0.0,,1584.035
constrained,14,70,0.0,0.0,0.0,,1587.869
constrained,14,75,0.0,0.0,0.0,,1589.087
constrained,14,80,0.0,0.0,0.0,,1592.96
constrained,14,85,0.0,0.0,0.0,,1594.174
constrained,14,90,0.0,0.0,0.0,,1597.988
constrained,14,95,0.0,0.0,0.0,,1599.2
constrained,14,100,0.0,0.0,0.0,,1604.349
constrained,14,105,0.0,0.0,0.0,,1605.561
constrained,14,110,0.0,0.0,0.0,,1609.435
constrained,14,115,0.0,0.0,0.0,,1610.647
constrained,14,120,0.0,0.0,0.0,,1614.525
constrained,14,125,0.0,0.0,0.0,,1615.736
constrained,14,130,0.0,0.0,0.0,,1619.603
constrained,14,135,0.0,0.0,0.0,,1620.816
constrained,14,140,0.0,0.0,0.0,,1624.688
constrained,14,145,0.0,0.0,0.0,,1625.902
constrained,15,0,0.0,0.009127307683229446,0.0,,1735.779
constrained,15,5,0.0,0.03219004347920418,0.0,,1736.999
constrained,15,10,0.0,0.03763720765709877,0.0,,1741.057
constrained,15,15,0.0,0.026546232402324677,0.0,,1742.278
constrained,15,20,0.0,0.02698173001408577,0.0,,1746.334
constrained,15,25,0.0,0.04698389768600464,0.0,,1747.553
constrained,15,30,0.0,0.05767502635717392,0.0,,1751.61
constrained,15,35,0.0,0.05879081413149834,0.0,,1752.834
constrained,15,40,0.0,0.05573625862598419,0.0,,1756.885
constrained,15,45,0.0,0.05782220512628555,0.0,,1758.104
constrained,15,50,0.0,0.05370713770389557,0.0,,1763.605
constrained,15,55,0.0,0.04846455901861191,0.0,,1764.826
constrained,15,60,0.0,0.05498746410012245,0.0,,1768.891
constrained,15,65,0.0,0.046768371015787125,0.0,,1770.111
constrained,15,70,0.0,0.05777149274945259,0.0,,1774.176
constrained,15,75,0.0,0.058665163815021515,0.0,,1775.396
constrained,15,80,0.0,0.05977461114525795,0.0,,1779.466
constrained,15,85,0.0,0.06508214399218559,0.0,,1780.686
constrained,15,90,0.0,0.061822161078453064,0.0,,1784.752
constrained,15,95,0.0,0.06152040511369705,0.0,,1785.971
constrained,15,100,0.0,0.05545536428689957,0.0,,1791.491
constrained,15,105,0.0,0.0761280246078968,0.0,,1792.711
constrained,15,110,0.0,0.06659684330224991,0.0,,1796.787
constrained,15,115,0.0,0.048219721764326096,0.0,,1798.008
constrained,15,120,0.0,0.04306567460298538,0.0,,1802.079
constrained,15,125,0.0,0.051644112914800644,0.0,,1803.295
constrained,15,130,0.0,0.05982864648103714,0.0,,1807.355
constrained,15,135,0.0,0.05194367840886116,0.0,,1808.576
constrained,15,140,0.0,0.05564986169338226,0.0,,1812.637
constrained,15,145,0.0,0.04670879989862442,0.0,,1813.857
constrained,16,0,0.0,0.0,0.0,,1928.284
constrained,16,5,0.0,0.0,0.0,,1929.493
constrained,16,10,0.0,0.0007366761565208435,0.0,,1933.726
constrained,16,15,0.0,0.022974759340286255,0.0,,1934.934
constrained,16,20,0.0,0.030522692948579788,0.0,,1939.156
constrained,16,25,0.0,0.04204738140106201,0.0,,1940.365
constrained,16,30,0.0,0.026604294776916504,0.0,,1944.589
constrained,16,35,0.0,0.03176931291818619,0.0,,1945.798
constrained,16,40,0.0,0.04089544713497162,0.0,,1950.014
constrained,16,45,0.0,0.030221037566661835,0.0,,1951.225
constrained,16,50,0.0,0.023668400943279266,0.0,,1956.942
constrained,16,55,0.0,0.03866736218333244,0.0,,1958.153
