iter,frames,agent_steps,episodes,wall_s,train_return_mean,greedy_score,pg_loss,v_loss,entropy,approx_kl,clipfrac
228,1875968,468992,1183,828.9,14.24,,-0.0324,0.0261,1.8916,0.02907,0.4844
229,1884160,471040,1186,831.7,14.31,,-0.0283,0.024,1.9673,0.03002,0.4867
230,1892352,473088,1190,834.5,14.61,,-0.0328,0.0266,2.0625,0.02568,0.4731
231,1900544,475136,1191,837.3,14.61,,-0.0317,0.0232,2.0107,0.0251,0.4713
232,1908736,477184,1195,840.1,14.78,,-0.0302,0.0214,2.0534,0.02329,0.4774
233,1916928,479232,1198,842.9,14.71,,-0.0295,0.0275,2.0585,0.02351,0.4713
234,1925120,481280,1201,845.7,14.78,,-0.0313,0.0211,2.0551,0.02613,0.4901
235,1933312,483328,1205,848.5,14.88,,-0.0337,0.0199,2.0542,0.02639,0.494
236,1941504,485376,1206,851.3,14.89,,-0.0352,0.0306,2.0662,0.02674,0.4973
237,1949696,487424,1208,854.1,14.87,,-0.0334,0.0267,1.9937,0.02501,0.4764
238,1957888,489472,1216,857.0,15.0,,-0.0291,0.03,2.0904,0.02684,0.4752
239,1966080,491520,1218,859.8,14.95,,-0.0338,0.024,2.1422,0.02232,0.4784
240,1974272,493568,1221,862.6,14.88,,-0.0344,0.0219,2.1718,0.0236,0.4926
241,1982464,495616,1222,865.4,14.88,,-0.0331,0.0242,2.1442,0.02538,0.4849
242,1990656,497664,1228,868.2,14.85,,-0.0309,0.0257,2.1904,0.02214,0.4904
243,1998848,499712,1230,871.0,14.92,,-0.0347,0.022,2.1471,0.02084,0.4608
244,2007040,501760,1233,873.8,14.96,,-0.033,0.0249,2.1421,0.02438,0.4702
245,2015232,503808,1236,876.6,14.94,,-0.0328,0.0283,2.1545,0.02476,0.4808
246,2023424,505856,1241,879.5,14.94,,-0.033,0.025,2.2046,0.02066,0.4586
247,2031616,507904,1243,882.3,15.19,,-0.0344,0.0259,2.1656,0.01991,0.4521
248,2039808,509952,1246,885.1,15.23,,-0.0344,0.0226,2.2,0.02157,0.4722
249,2048000,512000,1250,887.9,15.15,,-0.0337,0.026,2.2448,0.02031,0.4717
250,2056192,514048,1251,890.7,15.1,,-0.0317,0.0243,2.2265,0.02052,0.4586
251,2064384,516096,1254,893.5,15.2,,-0.034,0.0258,2.1816,0.02037,0.4663
252,2072576,518144,1257,896.4,15.29,,-0.0349,0.0245,2.1807,0.02303,0.4802
253,2080768,520192,1260,899.2,15.43,,-0.0329,0.0229,2.1995,0.02264,0.4814
254,2088960,522240,1262,902.0,15.43,,-0.0317,0.0224,2.1358,0.02483,0.501
255,2097152,524288,1265,904.8,15.46,,-0.0305,0.0307,2.0779,0.02875,0.4954
256,2105344,526336,1268,907.6,15.67,,-0.0345,0.0225,2.1243,0.0239,0.4658
257,2113536,528384,1272,910.5,15.91,,-0.035,0.0247,2.1552,0.02499,0.4907
258,2121728,530432,1273,913.3,15.89,,-0.0337,0.022,2.1338,0.02427,0.486
259,2129920,532480,1276,916.1,16.05,,-0.0321,0.0259,2.0389,0.02383,0.4786
260,2138112,534528,1280,918.9,16.03,,-0.0311,0.0279,1.9568,0.02862,0.5005
261,2146304,536576,1282,921.7,16.1,,-0.0344,0.0245,2.0353,0.02274,0.4377
262,2154496,538624,1285,924.6,16.15,,-0.0354,0.0246,2.0731,0.02175,0.4574
263,2162688,540672,1287,927.4,16.23,,-0.035,0.0213,2.0388,0.02624,0.473
264,2170880,542720,1292,930.2,16.03,,-0.0299,0.0295,1.9606,0.02883,0.4891
265,2179072,544768,1293,933.0,15.97,,-0.0319,0.0191,2.0826,0.02611,0.4965
266,2187264,546816,1296,935.8,16.0,,-0.0333,0.0254,2.0635,0.02501,0.4611
267,2195456,548864,1299,938.6,15.91,,-0.0328,0.0232,2.0422,0.02421,0.4812
268,2203648,550912,1301,941.5,16.03,,-0.0341,0.0186,2.0172,0.02854,0.4971
269,2211840,552960,1305,944.3,16.15,,-0.0334,0.0241,2.0068,0.0274,0.4877
270,2220032,555008,1307,947.1,16.25,,-0.0339,0.0203,1.9559,0.02983,0.4817
271,2228224,557056,1308,949.9,16.27,,-0.0322,0.0214,1.9714,0.02539,0.4808
272,2236416,559104,1310,952.7,16.32,,-0.0327,0.0218,1.9684,0.02875,0.4716
273,2244608,561152,1312,955.5,16.35,,-0.0318,0.0344,1.8891,0.02921,0.4739
274,2252800,563200,1317,958.4,16.82,,-0.0275,0.0323,1.9319,0.02779,0.4718
275,2260992,565248,1322,961.2,17.01,,-0.031,0.0277,1.9861,0.03076,0.4733
276,2269184,567296,1324,964.0,16.97,,-0.0285,0.0221,1.9934,0.02904,0.4655
277,2277376,569344,1325,966.8,17.03,,-0.0363,0.0196,2.0216,0.02806,0.4852
278,2285568,571392,1329,969.7,17.06,,-0.0289,0.0314,1.8507,0.03417,0.4651
279,2293760,573440,1331,972.5,17.13,,-0.0248,0.0263,1.8127,0.03251,0.4991
280,2301952,575488,1334,975.3,17.26,,-0.0307,0.0266,1.8799,0.02742,0.4525
281,2310144,577536,1339,978.1,17.56,,-0.0302,0.0233,1.9514,0.03087,0.4705
282,2318336,579584,1339,980.9,17.56,,-0.0315,0.0185,1.9967,0.02661,0.4774
283,2326528,581632,1341,983.8,17.83,,-0.0319,0.0242,1.9617,0.03182,0.4877
284,2334720,583680,1344,986.6,17.69,,-0.0317,0.0191,1.9251,0.03015,0.4852
285,2342912,585728,1347,989.4,17.92,,-0.0281,0.0253,1.9991,0.03002,0.4897
286,2351104,587776,1347,992.2,17.92,,-0.0349,0.0208,2.0396,0.02521,0.4727
287,2359296,589824,1347,995.0,17.92,,-0.0342,0.0293,1.9169,0.02448,0.4629
288,2367488,591872,1354,997.9,18.61,,-0.0323,0.0335,1.8208,0.02839,0.4508
289,2375680,593920,1358,1000.7,18.48,,-0.0298,0.0295,1.8917,0.02999,0.4731
290,2383872,595968,1359,1003.5,18.42,,-0.0319,0.0246,1.8969,0.02727,0.4579
291,2392064,598016,1363,1006.4,18.76,,-0.0303,0.0208,1.9543,0.02982,0.4802
292,2400256,600064,1363,1009.1,18.76,,-0.0353,0.0202,1.9697,0.02909,0.4817
293,2408448,602112,1366,1012.0,18.71,,-0.0313,0.0235,2.0134,0.02931,0.4734
294,2416640,604160,1368,1014.8,18.75,,-0.0241,0.0226,2.0125,0.02359,0.4365
295,2424832,606208,1370,1017.6,18.8,,-0.0291,0.0231,1.9603,0.02828,0.472
296,2433024,608256,1373,1020.4,18.87,,-0.0308,0.0249,1.9961,0.0283,0.4565
297,2441216,610304,1378,1023.3,19.05,,-0.0344,0.0264,2.0832,0.0245,0.4559
298,2449408,612352,1380,1026.1,18.98,,-0.0329,0.0201,2.0405,0.02445,0.4739
299,2457600,614400,1383,1028.9,18.95,,-0.0331,0.0231,2.0587,0.02818,0.4797
