iter,frames,agent_steps,episodes,wall_s,train_return_mean,greedy_score,pg_loss,v_loss,entropy,approx_kl,clipfrac
113,933888,233472,234,828.1,16.54,,-0.031,0.0284,2.5291,0.01095,0.3781
114,942080,235520,236,833.4,16.48,,-0.0298,0.0215,2.5227,0.01153,0.3702
115,950272,237568,238,838.7,16.6,,-0.0306,0.0262,2.56,0.00925,0.3514
116,958464,239616,240,843.9,16.85,,-0.0319,0.0224,2.5009,0.01143,0.3794
117,966656,241664,243,849.2,16.45,,-0.0329,0.0225,2.5388,0.01112,0.3711
118,974848,243712,245,854.4,16.41,,-0.0302,0.025,2.5602,0.01136,0.3757
119,983040,245760,246,859.7,16.31,,-0.0293,0.027,2.5719,0.01234,0.4086
120,991232,247808,246,864.9,16.31,,-0.0322,0.0228,2.5659,0.01149,0.394
121,999424,249856,249,870.2,16.23,,-0.0304,0.0272,2.5788,0.01112,0.3733
122,1007616,251904,251,875.5,16.24,,-0.0301,0.0261,2.6145,0.00963,0.3556
123,1015808,253952,254,880.7,16.44,,-0.0307,0.0219,2.5489,0.01002,0.3767
124,1024000,256000,257,886.0,16.6,,-0.0313,0.024,2.5755,0.01022,0.3484
125,1032192,258048,257,891.2,16.6,,-0.0307,0.0289,2.5745,0.01106,0.4019
126,1040384,260096,260,896.5,16.46,,-0.0326,0.0287,2.5255,0.0127,0.4023
127,1048576,262144,262,901.8,16.77,,-0.0311,0.0276,2.5446,0.01188,0.3871
128,1056768,264192,263,907.0,16.79,,-0.0334,0.0256,2.5459,0.01081,0.3971
129,1064960,266240,265,912.3,16.88,,-0.0299,0.0242,2.5836,0.01128,0.3778
130,1073152,268288,267,917.5,16.91,,-0.0284,0.0282,2.56,0.00982,0.3552
131,1081344,270336,268,922.8,16.97,,-0.0315,0.0269,2.5861,0.01097,0.3844
132,1089536,272384,270,928.0,16.83,,-0.0321,0.0265,2.5685,0.01184,0.4039
133,1097728,274432,270,933.3,16.83,,-0.0337,0.0237,2.5647,0.01265,0.4097
134,1105920,276480,273,938.5,16.81,,-0.0345,0.0236,2.6268,0.01181,0.397
135,1114112,278528,276,943.8,16.97,,-0.0307,0.0288,2.5756,0.01219,0.4022
136,1122304,280576,277,949.0,17.07,,-0.0308,0.0272,2.5945,0.01034,0.3861
137,1130496,282624,279,954.3,17.21,,-0.0316,0.0225,2.641,0.0111,0.3705
138,1138688,284672,279,959.6,17.21,,-0.0306,0.0222,2.6164,0.01064,0.3771
139,1146880,286720,282,964.8,17.33,,-0.0297,0.0298,2.6023,0.01044,0.4023
140,1155072,288768,283,970.1,17.46,,-0.0334,0.0286,2.5891,0.01148,0.3827
141,1163264,290816,284,975.3,17.54,,-0.0372,0.0246,2.5408,0.01327,0.4255
142,1171456,292864,288,980.6,17.6,,-0.0299,0.0304,2.6094,0.01062,0.3934
143,1179648,294912,289,985.9,17.69,,-0.0349,0.0271,2.5575,0.01387,0.4222
144,1187840,296960,289,991.1,17.69,,-0.0322,0.0287,2.5911,0.01174,0.402
145,1196032,299008,291,996.3,17.84,,-0.0331,0.0298,2.5926,0.01268,0.4047
146,1204224,301056,294,1001.6,18.18,,-0.0333,0.0241,2.6032,0.01107,0.3689
147,1212416,303104,295,1006.8,18.09,,-0.0312,0.0268,2.6057,0.01233,0.3888
148,1220608,305152,298,1012.1,17.9,,-0.0341,0.0287,2.5549,0.01427,0.42
149,1228800,307200,299,1017.3,17.93,,-0.0368,0.0207,2.5826,0.01321,0.3997
150,1236992,309248,302,1022.6,18.12,,-0.0341,0.0267,2.565,0.01291,0.389
151,1245184,311296,306,1027.9,18.22,,-0.032,0.0241,2.5911,0.01222,0.3956
152,1253376,313344,306,1033.1,18.22,,-0.0326,0.0278,2.593,0.01307,0.4229
153,1261568,315392,309,1038.4,18.37,,-0.0324,0.0255,2.6019,0.01268,0.3984
154,1269760,317440,309,1043.6,18.37,,-0.0352,0.0252,2.5979,0.01082,0.3784
155,1277952,319488,310,1048.8,18.49,,-0.0324,0.0234,2.6484,0.01213,0.382
156,1286144,321536,313,1054.1,18.63,,-0.0323,0.0225,2.6406,0.01196,0.3639
157,1294336,323584,315,1059.4,18.57,,-0.0338,0.0259,2.6212,0.01033,0.3566
158,1302528,325632,318,1064.6,18.46,,-0.0336,0.0313,2.6242,0.01094,0.3789
159,1310720,327680,320,1069.9,18.57,,-0.0343,0.0281,2.5801,0.01309,0.3914
160,1318912,329728,323,1075.1,18.76,,-0.0331,0.0252,2.6462,0.01246,0.399
161,1327104,331776,324,1080.4,18.83,,-0.0335,0.0266,2.636,0.01156,0.3839
162,1335296,333824,326,1085.6,18.78,,-0.0336,0.0295,2.629,0.01322,0.3959
163,1343488,335872,326,1090.9,18.78,,-0.0359,0.0251,2.6126,0.01198,0.3948
164,1351680,337920,329,1096.1,18.68,,-0.0355,0.0308,2.6174,0.01329,0.4288
165,1359872,339968,330,1101.4,18.74,,-0.0338,0.0246,2.6443,0.01184,0.3748
166,1368064,342016,332,1106.6,18.59,,-0.0351,0.0274,2.6355,0.01354,0.3981
167,1376256,344064,334,1111.9,18.51,,-0.0326,0.022,2.6325,0.013,0.376
168,1384448,346112,338,1117.2,18.44,,-0.0345,0.0244,2.6504,0.01152,0.3615
169,1392640,348160,340,1122.4,18.43,,-0.0354,0.0282,2.619,0.01233,0.3767
170,1400832,350208,342,1127.7,18.53,,-0.0316,0.0317,2.5817,0.01114,0.3965
171,1409024,352256,343,1132.9,18.55,,-0.0339,0.0239,2.6199,0.01474,0.4286
172,1417216,354304,345,1138.2,18.52,,-0.0363,0.0302,2.6234,0.01406,0.4362
173,1425408,356352,347,1143.4,18.82,,-0.0371,0.0244,2.6093,0.01488,0.4391
174,1433600,358400,348,1148.7,18.89,,-0.0317,0.0239,2.6362,0.01193,0.3838
175,1441792,360448,348,1153.9,18.89,,-0.0362,0.0266,2.6035,0.01473,0.4189
176,1449984,362496,350,1159.1,18.78,,-0.0356,0.0337,2.5817,0.0165,0.4131
177,1458176,364544,352,1164.4,18.86,,-0.0365,0.0243,2.5365,0.01657,0.4375
178,1466368,366592,352,1169.7,18.86,,-0.0374,0.0284,2.5389,0.01922,0.4896
179,1474560,368640,356,1174.9,18.97,,-0.0355,0.0237,2.5422,0.0164,0.4272
180,1482752,370688,361,1180.2,19.26,,-0.0348,0.023,2.5674,0.0163,0.4271
181,1490944,372736,362,1185.5,19.2,,-0.0355,0.0246,2.5663,0.01427,0.4325
182,1499136,374784,362,1190.7,19.2,,-0.0333,0.0239,2.5615,0.01637,0.4187
183,1507328,376832,363,1196.0,19.21,,-0.0361,0.0307,2.5743,0.01375,0.422
184,1515520,378880,364,1201.2,19.19,,-0.0348,0.0259,2.5682,0.01539,0.4298
185,1523712,380928,365,1206.5,19.21,,-0.0347,0.029,2.6056,0.01508,0.391
186,1531904,382976,367,1211.7,19.19,,-0.0351,0.0248,2.5764,0.01518,0.4362
187,1540096,385024,368,1217.0,19.41,,-0.0342,0.0337,2.5572,0.01322,0.4229
188,1548288,387072,372,1222.2,19.73,,-0.0372,0.0241,2.6217,0.01352,0.3838
189,1556480,389120,374,1227.5,19.77,,-0.0333,0.029,2.6199,0.01179,0.3862
190,1564672,391168,376,1232.7,19.61,,-0.0337,0.0223,2.5906,0.01488,0.408
191,1572864,393216,376,1238.0,19.61,,-0.0363,0.0231,2.6061,0.01371,0.4395
192,1581056,395264,379,1243.2,19.47,,-0.0356,0.0232,2.6205,0.01315,0.3694
193,1589248,397312,381,1248.5,19.42,,-0.0285,0.03,2.6039,0.01158,0.4202
194,1597440,399360,383,1253.7,19.44,,-0.0304,0.0332,2.6132,0.0124,0.4226
195,1605632,401408,385,1259.0,19.44,,-0.0367,0.0289,2.5898,0.01537,0.4329
196,1613824,403456,386,1264.3,19.44,,-0.034,0.0341,2.5749,0.01523,0.463
197,1622016,405504,388,1269.6,19.51,,-0.0366,0.0245,2.6076,0.01607,0.4349
198,1630208,407552,389,1274.8,19.48,,-0.037,0.0291,2.5886,0.01636,0.4238
199,1638400,409600,389,1280.1,19.48,,-0.0355,0.025,2.62,0.0149,0.4027
200,1646592,411648,390,1439.9,19.48,442.3999938964844,-0.0369,0.0299,2.6064,0.01649,0.4161
201,1654784,413696,394,1445.2,19.46,,-0.0378,0.024,2.6373,0.01599,0.4097
202,1662976,415744,395,1450.5,19.52,,-0.0378,0.0256,2.6134,0.01645,0.4277
203,1671168,417792,398,1455.9,19.68,,-0.0383,0.0317,2.6204,0.01451,0.4348
204,1679360,419840,400,1461.3,19.93,,-0.0369,0.031,2.6005,0.01514,0.4349
205,1687552,421888,401,1466.7,19.92,,-0.0375,0.0289,2.6279,0.01565,0.4338
206,1695744,423936,406,1472.1,19.87,,-0.0333,0.0304,2.6319,0.01543,0.4237
207,1703936,425984,406,1477.4,19.87,,-0.0353,0.0319,2.6468,0.01513,0.4142
208,1712128,428032,407,1482.8,19.73,,-0.0371,0.0294,2.6418,0.01267,0.4082
