method,task_idx,task,phase,iters,frames_phase,wall_s_phase,t_wall,frames_total
cka_rl,0,"biggrid50-goal(40,31)",cka_rl,250,256000,67.6,70.776,256000
cka_rl,1,"biggrid50-goal(9,31)",cka_rl,150,153600,50.6,121.62,409600
cka_rl,2,"biggrid50-goal(15,31)",cka_rl,150,153600,54.5,176.625,563200
cka_rl,3,"biggrid50-goal(9,24)",cka_rl,150,153600,57.2,234.676,716800
cka_rl,4,"biggrid50-goal(21,17)",cka_rl,500,512000,199.6,435.292,1228800
cka_rl,5,"biggrid50-goal(27,3)",cka_rl,500,512000,214.6,651.179,1740800
cka_rl,6,"biggrid50-goal(3,31)",cka_rl,150,153600,66.7,719.406,1894400
cka_rl,7,"biggrid50-goal(33,10)",cka_rl,150,153600,72.7,793.859,2048000
cka_rl,8,"biggrid50-goal(27,45)",cka_rl,500,512000,249.3,1045.224,2560000
cka_rl,9,"biggrid50-goal(21,45)",cka_rl,350,358400,180.7,1228.21,2918400
cka_rl,10,"biggrid50-goal(33,3)",cka_rl,150,153600,82.0,1312.737,3072000
cka_rl,11,"biggrid50-goal(21,24)",cka_rl,150,153600,79.7,1395.256,3225600
cka_rl,12,"biggrid50-goal(21,3)",cka_rl,300,307200,161.3,1559.428,3532800
cka_rl,13,"biggrid50-goal(3,17)",cka_rl,300,307200,165.6,1727.556,3840000
cka_rl,14,"biggrid50-goal(15,45)",cka_rl,150,153600,86.1,1816.318,3993600
cka_rl,15,"biggrid50-goal(3,24)",cka_rl,150,153600,88.4,1908.034,4147200
cka_rl,16,"biggrid50-goal(3,10)",cka_rl,500,512000,301.0,2211.955,4659200
cka_rl,17,"biggrid50-goal(46,31)",cka_rl,200,204800,123.0,2337.833,4864000
cka_rl,18,"biggrid50-goal(46,24)",cka_rl,200,204800,131.6,2472.779,5068800
cka_rl,19,"biggrid50-goal(3,45)",cka_rl,150,153600,97.9,2574.343,5222400
cka_rl,20,"biggrid50-goal(21,10)",cka_rl,500,512000,338.3,2916.059,5734400
cka_rl,21,"biggrid50-goal(40,3)",cka_rl,250,256000,172.1,3091.439,5990400
cka_rl,22,"biggrid50-goal(15,38)",cka_rl,150,153600,105.7,3200.797,6144000
cka_rl,23,"biggrid50-goal(40,45)",cka_rl,200,204800,145.5,3350.269,6348800
cka_rl,24,"biggrid50-goal(15,17)",cka_rl,150,153600,111.7,3465.835,6502400
cka_rl,25,"biggrid50-goal(15,24)",cka_rl,350,358400,265.1,3734.877,6860800
cka_rl,26,"biggrid50-goal(21,38)",cka_rl,150,153600,115.7,3854.651,7014400
cka_rl,27,"biggrid50-goal(33,17)",cka_rl,150,153600,117.5,3976.35,7168000
cka_rl,28,"biggrid50-goal(27,17)",cka_rl,500,512000,393.3,4373.961,7680000
cka_rl,29,"biggrid50-goal(3,3)",cka_rl,500,512000,403.2,4781.533,8192000
cka_rl,30,"biggrid50-goal(9,10)",cka_rl,150,153600,124.0,4910.155,8345600
cka_rl,31,"biggrid50-goal(46,17)",cka_rl,150,153600,125.3,5040.334,8499200
cka_rl,32,"biggrid50-goal(40,10)",cka_rl,500,512000,427.9,5473.225,9011200
cka_rl,33,"biggrid50-goal(46,38)",cka_rl,200,204800,174.0,5652.439,9216000
cka_rl,34,"biggrid50-goal(27,31)",cka_rl,300,307200,265.7,5923.517,9523200
cka_rl,35,"biggrid50-goal(21,31)",cka_rl,500,512000,454.8,6383.834,10035200
cka_rl,36,"biggrid50-goal(46,10)",cka_rl,150,153600,138.1,6527.646,10188800
cka_rl,37,"biggrid50-goal(9,17)",cka_rl,450,460800,463.2,6996.624,10649600
cka_rl,38,"biggrid50-goal(33,24)",cka_rl,150,153600,160.8,7163.362,10803200
cka_rl,39,"biggrid50-goal(40,17)",cka_rl,150,153600,163.1,7332.626,10956800
cka_rl,40,"biggrid50-goal(40,38)",cka_rl,500,512000,517.6,7856.515,11468800
cka_rl,41,"biggrid50-goal(33,38)",cka_rl,500,512000,542.2,8405.079,11980800
cka_rl,42,"biggrid50-goal(9,45)",cka_rl,450,460800,502.3,8913.728,12441600
cka_rl,43,"biggrid50-goal(9,38)",cka_rl,150,153600,169.6,9089.973,12595200
cka_rl,44,"biggrid50-goal(9,3)",cka_rl,500,512000,572.2,9668.974,13107200
cka_rl,45,"biggrid50-goal(40,24)",cka_rl,150,153600,174.1,9850.11,13260800
cka_rl,46,"biggrid50-goal(33,31)",cka_rl,150,153600,176.6,10033.816,13414400
cka_rl,47,"biggrid50-goal(46,45)",cka_rl,250,256000,298.1,10339.23,13670400
cka_rl,48,"biggrid50-goal(3,38)",cka_rl,150,153600,181.2,10527.784,13824000
cka_rl,49,"biggrid50-goal(46,3)",cka_rl,150,153600,182.0,10717.426,13977600
