method,after_task,after_task_name,eval_task,eval_task_name,raw,normalized
constrained,0,"biggrid50-goal(40,31)",0,"biggrid50-goal(40,31)",0.9336733222007751,0.8040196526842271
constrained,1,"biggrid50-goal(9,31)",0,"biggrid50-goal(40,31)",0.9448977708816528,0.8371853625297486
constrained,1,"biggrid50-goal(9,31)",1,"biggrid50-goal(9,31)",0.83299320936203,0.29656180276830246
constrained,2,"biggrid50-goal(15,31)",0,"biggrid50-goal(40,31)",0.9479590058326721,0.8462306201669848
constrained,2,"biggrid50-goal(15,31)",1,"biggrid50-goal(9,31)",0.9241495728492737,0.680515459698737
constrained,2,"biggrid50-goal(15,31)",2,"biggrid50-goal(15,31)",0.8894557356834412,0.5185184608271267
constrained,3,"biggrid50-goal(9,24)",0,"biggrid50-goal(40,31)",0.8761903047561646,0.6341703236155388
constrained,3,"biggrid50-goal(9,24)",1,"biggrid50-goal(9,31)",0.9200679063796997,0.6633233437848263
constrained,3,"biggrid50-goal(9,24)",2,"biggrid50-goal(15,31)",0.9166666269302368,0.637036973576506
constrained,3,"biggrid50-goal(9,24)",3,"biggrid50-goal(9,24)",0.8659864068031311,0.42898557717948654
constrained,4,"biggrid50-goal(21,17)",0,"biggrid50-goal(40,31)",0.9377549886703491,0.8160800549066283
constrained,4,"biggrid50-goal(21,17)",1,"biggrid50-goal(9,31)",0.9340135455131531,0.7220628430219903
constrained,4,"biggrid50-goal(21,17)",2,"biggrid50-goal(15,31)",0.8993197083473206,0.5614815287884228
constrained,4,"biggrid50-goal(21,17)",3,"biggrid50-goal(9,24)",0.9095237851142883,0.6144926616059387
constrained,4,"biggrid50-goal(21,17)",4,"biggrid50-goal(21,17)",0.7622449398040771,0.14443100312296236
constrained,5,"biggrid50-goal(27,3)",0,"biggrid50-goal(40,31)",0.9431970715522766,0.8321601802605599
constrained,5,"biggrid50-goal(27,3)",1,"biggrid50-goal(9,31)",0.9217684864997864,0.6704862442234978
constrained,5,"biggrid50-goal(27,3)",2,"biggrid50-goal(15,31)",0.9632652401924133,0.8399997611576377
constrained,5,"biggrid50-goal(27,3)",3,"biggrid50-goal(9,24)",0.9122448563575745,0.6260867908906897
constrained,5,"biggrid50-goal(27,3)",4,"biggrid50-goal(21,17)",0.7819727659225464,0.2154222004873194
constrained,5,"biggrid50-goal(27,3)",5,"biggrid50-goal(27,3)",0.722108781337738,0.17055818797503192
constrained,6,"biggrid50-goal(3,31)",0,"biggrid50-goal(40,31)",0.9595237374305725,0.8804017891501642
constrained,6,"biggrid50-goal(3,31)",1,"biggrid50-goal(9,31)",0.9078230261802673,0.6117474981566158
constrained,6,"biggrid50-goal(3,31)",2,"biggrid50-goal(15,31)",0.9136053919792175,0.6237035987053705
constrained,6,"biggrid50-goal(3,31)",3,"biggrid50-goal(9,24)",0.9751700162887573,0.8942026813900155
constrained,6,"biggrid50-goal(3,31)",4,"biggrid50-goal(21,17)",0.7653060555458069,0.1554465235594907
constrained,6,"biggrid50-goal(3,31)",5,"biggrid50-goal(27,3)",0.7836733460426331,0.354314351092291
constrained,6,"biggrid50-goal(3,31)",6,"biggrid50-goal(3,31)",0.8030612468719482,0.3243875577599191
constrained,7,"biggrid50-goal(33,10)",0,"biggrid50-goal(40,31)",0.9411563277244568,0.8261302433267471
constrained,7,"biggrid50-goal(33,10)",1,"biggrid50-goal(9,31)",0.9187074303627014,0.657592973222537
constrained,7,"biggrid50-goal(33,10)",2,"biggrid50-goal(15,31)",0.9258502721786499,0.677036838578649
constrained,7,"biggrid50-goal(33,10)",3,"biggrid50-goal(9,24)",0.9908161163330078,0.9608686708097249
constrained,7,"biggrid50-goal(33,10)",4,"biggrid50-goal(21,17)",0.7625849843025208,0.14565466385256873
constrained,7,"biggrid50-goal(33,10)",5,"biggrid50-goal(27,3)",0.8071428537368774,0.4243654706741117
constrained,7,"biggrid50-goal(33,10)",6,"biggrid50-goal(3,31)",0.8948978781700134,0.6394396730642375
constrained,7,"biggrid50-goal(33,10)",7,"biggrid50-goal(33,10)",0.8571427464485168,0.41666622045967755
constrained,8,"biggrid50-goal(27,45)",0,"biggrid50-goal(40,31)",0.943537175655365,0.8331651110434426
constrained,8,"biggrid50-goal(27,45)",1,"biggrid50-goal(9,31)",0.9265305399894714,0.6905441730604547
constrained,8,"biggrid50-goal(27,45)",2,"biggrid50-goal(15,31)",0.9299318194389343,0.6948142390547243
constrained,8,"biggrid50-goal(27,45)",3,"biggrid50-goal(9,24)",0.9758502244949341,0.8971009597435943
constrained,8,"biggrid50-goal(27,45)",4,"biggrid50-goal(21,17)",0.7727891206741333,0.18237456673187138
constrained,8,"biggrid50-goal(27,45)",5,"biggrid50-goal(27,3)",0.8306121230125427,0.4944158786309331
constrained,8,"biggrid50-goal(27,45)",6,"biggrid50-goal(3,31)",0.9897958040237427,0.9649937777348828
constrained,8,"biggrid50-goal(27,45)",7,"biggrid50-goal(33,10)",0.9704080820083618,0.879166336067852
constrained,8,"biggrid50-goal(27,45)",8,"biggrid50-goal(27,45)",0.6690475940704346,0.0697896494861734
constrained,9,"biggrid50-goal(21,45)",0,"biggrid50-goal(40,31)",0.9534012079238892,0.8623110977574334
constrained,9,"biggrid50-goal(21,45)",1,"biggrid50-goal(9,31)",0.9037414193153381,0.5945556332994658
constrained,9,"biggrid50-goal(21,45)",2,"biggrid50-goal(15,31)",0.9438773989677429,0.7555549671033588
constrained,9,"biggrid50-goal(21,45)",3,"biggrid50-goal(9,24)",0.9761902689933777,0.8985498449527747
constrained,9,"biggrid50-goal(21,45)",4,"biggrid50-goal(21,17)",0.7840136289596558,0.2227663097566835
constrained,9,"biggrid50-goal(21,45)",5,"biggrid50-goal(27,3)",0.8193877339363098,0.46091364110402927
constrained,9,"biggrid50-goal(21,45)",6,"biggrid50-goal(3,31)",0.9448978304862976,0.8109680764878534
constrained,9,"biggrid50-goal(21,45)",7,"biggrid50-goal(33,10)",0.9438773989677429,0.7708327147281894
constrained,9,"biggrid50-goal(21,45)",8,"biggrid50-goal(27,45)",0.6867347359657288,0.1195030287130068
constrained,9,"biggrid50-goal(21,45)",9,"biggrid50-goal(21,45)",0.8363944292068481,0.3745119723302297
constrained,10,"biggrid50-goal(33,3)",0,"biggrid50-goal(40,31)",0.9469385743141174,0.8432154755818199
constrained,10,"biggrid50-goal(33,3)",1,"biggrid50-goal(9,31)",0.9054421186447144,0.6017190358516586
constrained,10,"biggrid50-goal(33,3)",2,"biggrid50-goal(15,31)",0.929591715335846,0.693332897186411
constrained,10,"biggrid50-goal(33,3)",3,"biggrid50-goal(9,24)",0.9734691977500916,0.8869557156680237
constrained,10,"biggrid50-goal(33,3)",4,"biggrid50-goal(21,17)",0.7891156673431396,0.24112615395174852
constrained,10,"biggrid50-goal(33,3)",5,"biggrid50-goal(27,3)",0.8081632256507874,0.42741104776462574
constrained,10,"biggrid50-goal(33,3)",6,"biggrid50-goal(3,31)",0.9051018953323364,0.6744452818953964
constrained,10,"biggrid50-goal(33,3)",7,"biggrid50-goal(33,10)",0.9425169229507446,0.7652774377139664
constrained,10,"biggrid50-goal(33,3)",8,"biggrid50-goal(27,45)",0.6863945126533508,0.11854676055785883
constrained,10,"biggrid50-goal(33,3)",9,"biggrid50-goal(21,45)",0.9455781579017639,0.7919373373953217
constrained,10,"biggrid50-goal(33,3)",10,"biggrid50-goal(33,3)",0.7513604760169983,-0.004120972693982393
constrained,11,"biggrid50-goal(21,24)",0,"biggrid50-goal(40,31)",0.9619045853614807,0.8874366568668597
constrained,11,"biggrid50-goal(21,24)",1,"biggrid50-goal(9,31)",0.9098638892173767,0.6203436816419514
constrained,11,"biggrid50-goal(21,24)",2,"biggrid50-goal(15,31)",0.9221087694168091,0.6607405203596239
constrained,11,"biggrid50-goal(21,24)",3,"biggrid50-goal(9,24)",0.961224377155304,0.8347821338866441
constrained,11,"biggrid50-goal(21,24)",4,"biggrid50-goal(21,17)",0.7741496562957764,0.18727049658533237
constrained,11,"biggrid50-goal(21,24)",5,"biggrid50-goal(27,3)",0.8197277784347534,0.46192859625920085
constrained,11,"biggrid50-goal(21,24)",6,"biggrid50-goal(3,31)",0.9710882902145386,0.9008163170161264
constrained,11,"biggrid50-goal(21,24)",7,"biggrid50-goal(33,10)",0.923129141330719,0.6861106635519796
constrained,11,"biggrid50-goal(21,24)",8,"biggrid50-goal(27,45)",0.6843537092208862,0.11281065940787434
constrained,11,"biggrid50-goal(21,24)",9,"biggrid50-goal(21,45)",0.9401359558105469,0.7711310027716713
constrained,11,"biggrid50-goal(21,24)",10,"biggrid50-goal(33,3)",0.8741495609283447,0.4917579342565243
constrained,11,"biggrid50-goal(21,24)",11,"biggrid50-goal(21,24)",0.9108842611312866,0.5690783851499882
constrained,12,"biggrid50-goal(21,3)",0,"biggrid50-goal(40,31)",0.8921768069267273,0.681406825604002
constrained,12,"biggrid50-goal(21,3)",1,"biggrid50-goal(9,31)",0.9183672666549683,0.6561601922893942
constrained,12,"biggrid50-goal(21,3)",2,"biggrid50-goal(15,31)",0.9085033535957336,0.6014813937905659
constrained,12,"biggrid50-goal(21,3)",3,"biggrid50-goal(9,24)",0.9496597647666931,0.7855068304588433
constrained,12,"biggrid50-goal(21,3)",4,"biggrid50-goal(21,17)",0.7778911590576172,0.20073441092693642
constrained,12,"biggrid50-goal(21,3)",5,"biggrid50-goal(27,3)",0.8275509476661682,0.4852789694531411
constrained,12,"biggrid50-goal(21,3)",6,"biggrid50-goal(3,31)",0.9557821154594421,0.8483073925744228
constrained,12,"biggrid50-goal(21,3)",7,"biggrid50-goal(33,10)",0.9384353160858154,0.7486108765144063
constrained,12,"biggrid50-goal(21,3)",8,"biggrid50-goal(27,45)",0.6894557476043701,0.12715099604844132
constrained,12,"biggrid50-goal(21,3)",9,"biggrid50-goal(21,45)",0.9581632018089294,0.8400518010622271
constrained,12,"biggrid50-goal(21,3)",10,"biggrid50-goal(33,3)",0.885033905506134,0.5357139332445752
constrained,12,"biggrid50-goal(21,3)",11,"biggrid50-goal(21,24)",0.8425169587135315,0.23848640740517638
constrained,12,"biggrid50-goal(21,3)",12,"biggrid50-goal(21,3)",0.7840135097503662,0.33922965816256473
constrained,13,"biggrid50-goal(3,17)",0,"biggrid50-goal(40,31)",0.9619045257568359,0.8874364807486013
constrained,13,"biggrid50-goal(3,17)",1,"biggrid50-goal(9,31)",0.9017006754875183,0.5859599519276515
constrained,13,"biggrid50-goal(3,17)",2,"biggrid50-goal(15,31)",0.9363945126533508,0.722962849887835
constrained,13,"biggrid50-goal(3,17)",3,"biggrid50-goal(9,24)",0.949999988079071,0.7869564775708506
constrained,13,"biggrid50-goal(3,17)",4,"biggrid50-goal(21,17)",0.7724489569664001,0.18115047702391984
constrained,13,"biggrid50-goal(3,17)",5,"biggrid50-goal(27,3)",0.8275509476661682,0.4852789694531411
constrained,13,"biggrid50-goal(3,17)",6,"biggrid50-goal(3,31)",0.9659862518310547,0.8833134103615539
constrained,13,"biggrid50-goal(3,17)",7,"biggrid50-goal(33,10)",0.9425169825553894,0.7652776810995968
constrained,13,"biggrid50-goal(3,17)",8,"biggrid50-goal(27,45)",0.696258544921875,0.14627166827747926
constrained,13,"biggrid50-goal(3,17)",9,"biggrid50-goal(21,45)",0.9513604640960693,0.814043939751983
constrained,13,"biggrid50-goal(3,17)",10,"biggrid50-goal(33,3)",0.9176869988441467,0.6675821709197496
constrained,13,"biggrid50-goal(3,17)",11,"biggrid50-goal(21,24)",0.8221088647842407,0.1398025059567849
constrained,13,"biggrid50-goal(3,17)",12,"biggrid50-goal(21,3)",0.8931971788406372,0.6732567089492104
constrained,13,"biggrid50-goal(3,17)",13,"biggrid50-goal(3,17)",0.7472788691520691,0.08271565649343302
constrained,14,"biggrid50-goal(15,45)",0,"biggrid50-goal(40,31)",0.9693875908851624,0.9095472475093797
constrained,14,"biggrid50-goal(15,45)",1,"biggrid50-goal(9,31)",0.9054421186447144,0.6017190358516586
constrained,14,"biggrid50-goal(15,45)",2,"biggrid50-goal(15,31)",0.9187074303627014,0.6459258036201753
constrained,14,"biggrid50-goal(15,45)",3,"biggrid50-goal(9,24)",0.9976189732551575,0.9898547559244294
constrained,14,"biggrid50-goal(15,45)",4,"biggrid50-goal(21,17)",0.7928571105003357,0.25458985380418
constrained,14,"biggrid50-goal(15,45)",5,"biggrid50-goal(27,3)",0.8224489092826843,0.4700505502818213
constrained,14,"biggrid50-goal(15,45)",6,"biggrid50-goal(3,31)",0.9741495251655579,0.911318101904467
constrained,14,"biggrid50-goal(15,45)",7,"biggrid50-goal(33,10)",0.9479591250419617,0.7874997626990103
constrained,14,"biggrid50-goal(15,45)",8,"biggrid50-goal(27,45)",0.6772108674049377,0.09273422161732287
constrained,14,"biggrid50-goal(15,45)",9,"biggrid50-goal(21,45)",0.9551019072532654,0.8283480242014781
constrained,14,"biggrid50-goal(15,45)",10,"biggrid50-goal(33,3)",0.8901358842849731,0.5563180745814216
