method,task_idx,iter,mu,shortfall_current,coeff_current,grad_share_past,t_wall
constrained,2,90,0.0,0.010557398200035095,0.0,,215.217
constrained,2,95,0.0,0.0,0.0,,216.966
constrained,2,100,0.0,0.0,0.0,,219.859
constrained,2,105,0.0,0.013708170503377914,0.0,,221.603
constrained,2,110,0.0,0.0,0.0,,224.114
constrained,2,115,0.0,0.0,0.0,,225.871
constrained,2,120,0.0,0.0,0.0,,228.389
constrained,2,125,0.0,0.0,0.0,,230.141
constrained,2,130,0.0,0.0,0.0,,232.672
constrained,2,135,0.0,0.0,0.0,,234.427
constrained,2,140,0.0,0.0,0.0,,236.929
constrained,2,145,0.0,0.0006850697100162506,0.0,,238.684
constrained,3,0,0.0,0.06891914457082748,0.0,,284.622
constrained,3,5,0.0,0.07092102244496346,0.0,,286.362
constrained,3,10,0.0,0.06099473312497139,0.0,,289.075
constrained,3,15,0.0,0.049906421452760696,0.0,,290.797
constrained,3,20,0.0,0.05010753497481346,0.0,,293.527
constrained,3,25,0.0,0.033149853348731995,0.0,,295.24
constrained,3,30,0.0,0.033142682164907455,0.0,,297.949
constrained,3,35,0.0,0.040106676518917084,0.0,,299.677
constrained,3,40,0.0,0.04908274486660957,0.0,,302.392
constrained,3,45,0.0,0.04432790353894234,0.0,,304.116
constrained,3,50,0.0,0.030711747705936432,0.0,,307.265
constrained,3,55,0.0,0.01934048905968666,0.0,,308.986
constrained,3,60,0.0,0.02077663317322731,0.0,,311.673
constrained,3,65,0.0,0.00971636176109314,0.0,,313.41
constrained,3,70,0.0,0.0,0.0,,316.13
constrained,3,75,0.0,0.004812389612197876,0.0,,317.87
constrained,3,80,0.0,0.01367991417646408,0.0,,320.577
constrained,3,85,0.0,0.0,0.0,,322.317
constrained,3,90,0.0,0.0,0.0,,325.024
constrained,3,95,0.0,0.0,0.0,,326.752
constrained,3,100,0.0,0.0,0.0,,329.974
constrained,3,105,0.0,0.014458712190389633,0.0,,331.705
constrained,3,110,0.0,0.010475415736436844,0.0,,334.411
constrained,3,115,0.0,0.027005452662706375,0.0,,336.139
constrained,3,120,0.0,0.024274710565805435,0.0,,338.788
constrained,3,125,0.0,0.016057975590229034,0.0,,340.514
constrained,3,130,0.0,0.007319875061511993,0.0,,343.22
constrained,3,135,0.0,0.02130282297730446,0.0,,344.949
constrained,3,140,0.0,0.020710237324237823,0.0,,347.668
constrained,3,145,0.0,0.021969757974147797,0.0,,349.397
constrained,4,0,0.0,0.101726483553648,0.0,,428.038
constrained,4,5,0.0,0.09697097167372704,0.0,,429.758
constrained,4,10,0.0,0.0804680623114109,0.0,,432.715
constrained,4,15,0.0,0.08430342003703117,0.0,,434.413
constrained,4,20,0.0,0.08003218472003937,0.0,,437.323
constrained,4,25,0.0,0.06539689749479294,0.0,,439.038
constrained,4,30,0.0,0.06794599816203117,0.0,,441.999
constrained,4,35,0.0,0.05841188132762909,0.0,,443.716
constrained,4,40,0.0,0.06852157786488533,0.0,,446.645
constrained,4,45,0.0,0.05271122232079506,0.0,,448.361
constrained,4,50,0.0,0.06377696245908737,0.0,,451.927
constrained,4,55,0.0,0.05680613964796066,0.0,,453.645
constrained,4,60,0.0,0.06452101841568947,0.0,,456.555
constrained,4,65,0.0,0.06293297931551933,0.0,,458.267
constrained,4,70,0.0,0.03442841023206711,0.0,,461.172
constrained,4,75,0.0,0.05348103120923042,0.0,,462.885
constrained,4,80,0.0,0.05393807962536812,0.0,,465.817
constrained,4,85,0.0,0.04017077013850212,0.0,,467.535
constrained,4,90,0.0,0.04351140186190605,0.0,,470.467
constrained,4,95,0.0,0.057005323469638824,0.0,,472.199
constrained,4,100,0.0,0.051070015877485275,0.0,,475.754
constrained,4,105,0.0,0.043316345661878586,0.0,,477.47
constrained,4,110,0.0,0.03145850449800491,0.0,,480.396
constrained,4,115,0.0,0.03949659690260887,0.0,,482.106
constrained,4,120,0.0,0.03404923155903816,0.0,,485.035
constrained,4,125,0.0,0.048161670565605164,0.0,,486.745
constrained,4,130,0.0,0.04193507134914398,0.0,,489.661
constrained,4,135,0.0,0.05330083146691322,0.0,,491.369
constrained,4,140,0.0,0.05321170389652252,0.0,,494.303
constrained,4,145,0.0,0.03696849197149277,0.0,,496.019
constrained,5,0,0.0,0.15405045449733734,0.0,,581.56
constrained,5,5,0.0,0.14248323440551758,0.0,,583.257
constrained,5,10,0.0,0.1499669011682272,0.0,,586.453
constrained,5,15,0.0,0.1268877387046814,0.0,,588.169
constrained,5,20,0.0,0.13193930685520172,0.0,,591.308
constrained,5,25,0.0,0.13373370654881,0.0,,593.03
constrained,5,30,0.0,0.12593404576182365,0.0,,596.149
constrained,5,35,0.0,0.12213349342346191,0.0,,597.868
constrained,5,40,0.0,0.10686801001429558,0.0,,601.031
constrained,5,45,0.0,0.11471310257911682,0.0,,602.748
constrained,5,50,0.0,0.12376446463167667,0.0,,606.634
constrained,5,55,0.0,0.12142955511808395,0.0,,608.353
constrained,5,60,0.0,0.12672924995422363,0.0,,611.506
constrained,5,65,0.0,0.11072428151965141,0.0,,613.245
constrained,5,70,0.0,0.11863141506910324,0.0,,616.442
constrained,5,75,0.0,0.10694760456681252,0.0,,618.169
constrained,5,80,0.0,0.12399968318641186,0.0,,621.369
constrained,5,85,0.0,0.11560665816068649,0.0,,623.091
constrained,5,90,0.0,0.12491080537438393,0.0,,626.285
constrained,5,95,0.0,0.12339205667376518,0.0,,627.991
constrained,5,100,0.0,0.10939805954694748,0.0,,631.94
constrained,5,105,0.0,0.1022488959133625,0.0,,633.661
constrained,5,110,0.0,0.11916128918528557,0.0,,636.849
constrained,5,115,0.0,0.10105203092098236,0.0,,638.564
constrained,5,120,0.0,0.10628243908286095,0.0,,641.753
constrained,5,125,0.0,0.12197912856936455,0.0,,643.469
constrained,5,130,0.0,0.0995483547449112,0.0,,646.672
constrained,5,135,0.0,0.10648456402122974,0.0,,648.38
constrained,5,140,0.0,0.11439051851630211,0.0,,651.591
constrained,5,145,0.0,0.09106052666902542,0.0,,653.308
constrained,6,0,0.0,0.0,0.0,,745.92
constrained,6,5,0.0,0.0,0.0,,747.641
constrained,6,10,0.0,0.0,0.0,,751.086
constrained,6,15,0.0,0.0,0.0,,752.792
constrained,6,20,0.0,0.0,0.0,,756.165
constrained,6,25,0.0,0.0,0.0,,757.879
constrained,6,30,0.0,0.0,0.0,,761.314
constrained,6,35,0.0,0.0,0.0,,763.024
constrained,6,40,0.0,0.0,0.0,,766.472
constrained,6,45,0.0,0.0,0.0,,768.193
constrained,6,50,0.0,0.0,0.0,,772.436
constrained,6,55,0.0,0.0,0.0,,774.149
constrained,6,60,0.0,0.0,0.0,,777.587
constrained,6,65,0.0,0.0,0.0,,779.308
constrained,6,70,0.0,0.0,0.0,,782.757
constrained,6,75,0.0,0.0,0.0,,784.479
constrained,6,80,0.0,0.0,0.0,,787.93
constrained,6,85,0.0,0.0,0.0,,789.69
constrained,6,90,0.0,0.0,0.0,,793.107
constrained,6,95,0.0,0.0,0.0,,794.863
constrained,6,100,0.0,0.0,0.0,,799.265
constrained,6,105,0.0,0.0,0.0,,801.021
constrained,6,110,0.0,0.0,0.0,,804.511
constrained,6,115,0.0,0.0,0.0,,806.26
constrained,6,120,0.0,0.0,0.0,,809.706
constrained,6,125,0.0,0.0,0.0,,811.456
constrained,6,130,0.0,0.0,0.0,,814.932
constrained,6,135,0.0,0.0,0.0,,816.682
constrained,6,140,0.0,0.0,0.0,,820.114
constrained,6,145,0.0,0.0,0.0,,821.862
constrained,7,0,0.0,0.11071354523301125,0.0,,902.421
constrained,7,5,0.0,0.11185627803206444,0.0,,904.142
constrained,7,10,0.0,0.10349152982234955,0.0,,907.785
constrained,7,15,0.0,0.09894169121980667,0.0,,909.506
constrained,7,20,0.0,0.09687318652868271,0.0,,913.2
constrained,7,25,0.0,0.09737104177474976,0.0,,914.933
constrained,7,30,0.0,0.09153230115771294,0.0,,918.642
constrained,7,35,0.0,0.08243989199399948,0.0,,920.37
constrained,7,40,0.0,0.09893056750297546,0.0,,924.044
constrained,7,45,0.0,0.10286784917116165,0.0,,925.77
constrained,7,50,0.0,0.11178180947899818,0.0,,930.499
constrained,7,55,0.0,0.09063608199357986,0.0,,932.226
constrained,7,60,0.0,0.09953716397285461,0.0,,935.919
constrained,7,65,0.0,0.0930352546274662,0.0,,937.643
constrained,7,70,0.0,0.10127772763371468,0.0,,941.364
constrained,7,75,0.0,0.09509053081274033,0.0,,943.086
constrained,7,80,0.0,0.11122515052556992,0.0,,946.812
constrained,7,85,0.0,0.08826683089137077,0.0,,948.531
constrained,7,90,0.0,0.09684773162007332,0.0,,952.28
constrained,7,95,0.0,0.08813260495662689,0.0,,953.996
constrained,7,100,0.0,0.0953364223241806,0.0,,958.713
constrained,7,105,0.0,0.09164579212665558,0.0,,960.444
constrained,7,110,0.0,0.10491747036576271,0.0,,964.143
constrained,7,115,0.0,0.09103713557124138,0.0,,965.848
constrained,7,120,0.0,0.09427396953105927,0.0,,969.565
constrained,7,125,0.0,0.08240095525979996,0.0,,971.262
constrained,7,130,0.0,0.09158385545015335,0.0,,974.987
constrained,7,135,0.0,0.09605388343334198,0.0,,976.697
constrained,7,140,0.0,0.0828842967748642,0.0,,980.431
constrained,7,145,0.0,0.09454208612442017,0.0,,982.156
constrained,8,0,0.0,0.0038182754069566727,0.0,,1088.69
constrained,8,5,0.0,0.021405881270766258,0.0,,1090.425
constrained,8,10,0.0,0.028066648170351982,0.0,,1094.405
constrained,8,15,0.0,0.04115723632276058,0.0,,1096.119
constrained,8,20,0.0,0.04039946012198925,0.0,,1100.127
constrained,8,25,0.0,0.043164948001503944,0.0,,1101.85
constrained,8,30,0.0,0.035322973504662514,0.0,,1105.856
constrained,8,35,0.0,0.06479438208043575,0.0,,1107.564
constrained,8,40,0.0,0.05428164266049862,0.0,,1111.564
constrained,8,45,0.0,0.07227959297597408,0.0,,1113.279
constrained,8,50,0.0,0.08131630532443523,0.0,,1118.42
constrained,8,55,0.0,0.07683520205318928,0.0,,1120.141
constrained,8,60,0.0,0.0830081831663847,0.0,,1124.128
constrained,8,65,0.0,0.06373338960111141,0.0,,1125.846
constrained,8,70,0.0,0.07385883294045925,0.0,,1129.85
constrained,8,75,0.0,0.06846543960273266,0.0,,1131.565
constrained,8,80,0.0,0.07428480125963688,0.0,,1135.585
constrained,8,85,0.0,0.06960148923099041,0.0,,1137.295
constrained,8,90,0.0,0.055173469707369804,0.0,,1141.293
constrained,8,95,0.0,0.06324957124888897,0.0,,1143.004
constrained,8,100,0.0,0.07270596362650394,0.0,,1148.127
constrained,8,105,0.0,0.06076561100780964,0.0,,1149.858
constrained,8,110,0.0,0.06222752667963505,0.0,,1153.849
constrained,8,115,0.0,0.07728719525039196,0.0,,1155.559
constrained,8,120,0.0,0.07613768614828587,0.0,,1159.605
constrained,8,125,0.0,0.0801613349467516,0.0,,1161.319
constrained,8,130,0.0,0.07636949606239796,0.0,,1165.252
constrained,8,135,0.0,0.07421407662332058,0.0,,1166.96
constrained,8,140,0.0,0.08086792938411236,0.0,,1170.879
constrained,8,145,0.0,0.06375526450574398,0.0,,1172.588
constrained,9,0,0.0,0.049172788858413696,0.0,,1283.832
constrained,9,5,0.0,0.054904259741306305,0.0,,1285.555
constrained,9,10,0.0,0.05172803997993469,0.0,,1289.706
constrained,9,15,0.0,0.050429146736860275,0.0,,1291.41
constrained,9,20,0.0,0.06624257937073708,0.0,,1295.535
constrained,9,25,0.0,0.07562288641929626,0.0,,1297.267
constrained,9,30,0.0,0.07651073858141899,0.0,,1301.434
constrained,9,35,0.0,0.08550207689404488,0.0,,1303.155
constrained,9,40,0.0,0.09107213839888573,0.0,,1307.311
constrained,9,45,0.0,0.08395424857735634,0.0,,1309.031
constrained,9,50,0.0,0.08883649855852127,0.0,,1314.481
constrained,9,55,0.0,0.09792731702327728,0.0,,1316.22
constrained,9,60,0.0,0.08256347477436066,0.0,,1320.416
constrained,9,65,0.0,0.09294614940881729,0.0,,1322.151
constrained,9,70,0.0,0.08450092002749443,0.0,,1326.25
constrained,9,75,0.0,0.0870412327349186,0.0,,1327.955
constrained,9,80,0.0,0.09306436032056808,0.0,,1332.197
constrained,9,85,0.0,0.10037331283092499,0.0,,1333.903
constrained,9,90,0.0,0.08705911412835121,0.0,,1338.001
constrained,9,95,0.0,0.09280908480286598,0.0,,1339.71
constrained,9,100,0.0,0.09554807841777802,0.0,,1345.213
constrained,9,105,0.0,0.08667406067252159,0.0,,1346.925
constrained,9,110,0.0,0.09642069414258003,0.0,,1351.042
constrained,9,115,0.0,0.09636799618601799,0.0,,1352.746
constrained,9,120,0.0,0.09417493641376495,0.0,,1356.965
constrained,9,125,0.0,0.10471267625689507,0.0,,1358.673
constrained,9,130,0.0,0.10128304734826088,0.0,,1362.87
constrained,9,135,0.0,0.11192826181650162,0.0,,1364.583
constrained,9,140,0.0,0.1113479807972908,0.0,,1368.815
constrained,9,145,0.0,0.09567141905426979,0.0,,1370.532
constrained,10,0,0.0,0.12878199480473995,0.0,,1446.253
constrained,10,5,0.0,0.13303659670054913,0.0,,1447.958
constrained,10,10,0.0,0.12727640569210052,0.0,,1452.414
constrained,10,15,0.0,0.1187242940068245,0.0,,1454.136
constrained,10,20,0.0,0.11385852098464966,0.0,,1458.571
constrained,10,25,0.0,0.11520510539412498,0.0,,1460.315
constrained,10,30,0.0,0.1252576969563961,0.0,,1464.775
constrained,10,35,0.0,0.1121448427438736,0.0,,1466.516
constrained,10,40,0.0,0.11195412278175354,0.0,,1470.946
constrained,10,45,0.0,0.11623566597700119,0.0,,1472.688
constrained,10,50,0.0,0.10772024095058441,0.0,,1478.514
constrained,10,55,0.0,0.10951614007353783,0.0,,1480.244
constrained,10,60,0.0,0.11162420734763145,0.0,,1484.682
constrained,10,65,0.0,0.10471531376242638,0.0,,1486.42
constrained,10,70,0.0,0.11251670680940151,0.0,,1490.874
constrained,10,75,0.0,0.11092460714280605,0.0,,1492.622
constrained,10,80,0.0,0.10927148908376694,0.0,,1497.035
constrained,10,85,0.0,0.09483995288610458,0.0,,1498.778
constrained,10,90,0.0,0.09330997988581657,0.0,,1503.186
constrained,10,95,0.0,0.12473029270768166,0.0,,1504.935
constrained,10,100,0.0,0.11238619312644005,0.0,,1510.693
constrained,10,105,0.0,0.11443737894296646,0.0,,1512.458
constrained,10,110,0.0,0.11668872460722923,0.0,,1516.788
constrained,10,115,0.0,0.11700734123587608,0.0,,1518.535
constrained,10,120,0.0,0.1209517139941454,0.0,,1522.866
constrained,10,125,0.0,0.1031314767897129,0.0,,1524.615
constrained,10,130,0.0,0.11479446664452553,0.0,,1528.907
constrained,10,135,0.0,0.10641322284936905,0.0,,1530.641
constrained,10,140,0.0,0.11107055842876434,0.0,,1534.952
constrained,10,145,0.0,0.12246823310852051,0.0,,1536.678
constrained,11,0,0.0,0.0,0.0,,1615.563
constrained,11,5,0.0,0.0,0.0,,1617.279
constrained,11,10,0.0,0.0,0.0,,1621.847
constrained,11,15,0.0,0.0,0.0,,1623.568
constrained,11,20,0.0,0.0,0.0,,1628.139
constrained,11,25,0.0,0.0,0.0,,1629.9
constrained,11,30,0.0,0.0,0.0,,1634.566
constrained,11,35,0.0,0.0022825002670288086,0.0,,1636.286
constrained,11,40,0.0,0.0,0.0,,1641.01
constrained,11,45,0.0,0.006549425423145294,0.0,,1642.757
constrained,11,50,0.0,0.009556856006383896,0.0,,1648.99
constrained,11,55,0.0,0.0,0.0,,1650.702
constrained,11,60,0.0,0.0,0.0,,1655.446
constrained,11,65,0.0,0.0,0.0,,1657.158
constrained,11,70,0.0,0.0,0.0,,1661.891
constrained,11,75,0.0,0.0,0.0,,1663.604
constrained,11,80,0.0,0.0,0.0,,1668.36
constrained,11,85,0.0,0.0,0.0,,1670.078
constrained,11,90,0.0,0.0,0.0,,1674.808
constrained,11,95,0.0,0.0,0.0,,1676.547
constrained,11,100,0.0,0.0,0.0,,1682.788
constrained,11,105,0.0,0.0,0.0,,1684.504
constrained,11,110,0.0,0.0,0.0,,1689.251
constrained,11,115,0.0,0.0,0.0,,1690.963
constrained,11,120,0.0,0.0,0.0,,1695.696
constrained,11,125,0.0,0.0,0.0,,1697.412
constrained,11,130,0.0,0.0,0.0,,1702.134
constrained,11,135,0.0,0.0,0.0,,1703.872
constrained,11,140,0.0,0.0,0.0,,1708.528
constrained,11,145,0.0,0.0,0.0,,1710.279
constrained,12,0,0.0,0.17390238493680954,0.0,,1847.021
constrained,12,5,0.0,0.18103227391839027,0.0,,1848.774
constrained,12,10,0.0,0.16303640231490135,0.0,,1853.852
constrained,12,15,0.0,0.16740219667553902,0.0,,1855.628
constrained,12,20,0.0,0.1635245755314827,0.0,,1860.558
constrained,12,25,0.0,0.16415496170520782,0.0,,1862.325
constrained,12,30,0.0,0.16305974498391151,0.0,,1867.267
constrained,12,35,0.0,0.15654174238443375,0.0,,1869.017
constrained,12,40,0.0,0.14804091304540634,0.0,,1874.104
constrained,12,45,0.0,0.14380110055208206,0.0,,1875.856
constrained,12,50,0.0,0.13497595489025116,0.0,,1882.579
constrained,12,55,0.0,0.13965943455696106,0.0,,1884.352
constrained,12,60,0.0,0.1348935328423977,0.0,,1889.393
constrained,12,65,0.0,0.1351485401391983,0.0,,1891.148
constrained,12,70,0.0,0.13570701703429222,0.0,,1896.188
constrained,12,75,0.0,0.12484845146536827,0.0,,1897.947
constrained,12,80,0.0,0.11976956203579903,0.0,,1902.983
constrained,12,85,0.0,0.12818046286702156,0.0,,1904.728
constrained,12,90,0.0,0.129898339509964,0.0,,1909.811
constrained,12,95,0.0,0.11394455283880234,0.0,,1911.555
constrained,12,100,0.0,0.11044444516301155,0.0,,1918.346
constrained,12,105,0.0,0.12615679576992989,0.0,,1920.105
constrained,12,110,0.0,0.1123829297721386,0.0,,1925.138
constrained,12,115,0.0,0.11088145524263382,0.0,,1926.904
constrained,12,120,0.0,0.11795906350016594,0.0,,1931.925
constrained,12,125,0.0,0.11863026395440102,0.0,,1933.698
constrained,12,130,0.0,0.11386442184448242,0.0,,1938.736
constrained,12,135,0.0,0.12174682691693306,0.0,,1940.478
constrained,12,140,0.0,0.11728894710540771,0.0,,1945.561
constrained,12,145,0.0,0.1185205914080143,0.0,,1947.304
constrained,13,0,0.0,0.14298605918884277,0.0,,2042.781
constrained,13,5,0.0,0.13632745295763016,0.0,,2044.531
constrained,13,10,0.0,0.13668428733944893,0.0,,2049.789
constrained,13,15,0.0,0.13239825144410133,0.0,,2051.532
constrained,13,20,0.0,0.12289854511618614,0.0,,2056.785
constrained,13,25,0.0,0.124764084815979,0.0,,2058.547
constrained,13,30,0.0,0.14442602917551994,0.0,,2063.839
constrained,13,35,0.0,0.14675822854042053,0.0,,2065.586
constrained,13,40,0.0,0.13188207522034645,0.0,,2070.846
constrained,13,45,0.0,0.13215605169534683,0.0,,2072.584
constrained,13,50,0.0,0.1396196372807026,0.0,,2079.651
constrained,13,55,0.0,0.1375727653503418,0.0,,2081.401
constrained,13,60,0.0,0.1393803395330906,0.0,,2086.658
constrained,13,65,0.0,0.14092699065804482,0.0,,2088.405
constrained,13,70,0.0,0.146777905523777,0.0,,2093.63
constrained,13,75,0.0,0.14186085015535355,0.0,,2095.369
constrained,13,80,0.0,0.14254830032587051,0.0,,2100.56
constrained,13,85,0.0,0.12398040667176247,0.0,,2102.291
constrained,13,90,0.0,0.13827317208051682,0.0,,2107.484
constrained,13,95,0.0,0.13613489270210266,0.0,,2109.203
constrained,13,100,0.0,0.14030810073018074,0.0,,2116.003
constrained,13,105,0.0,0.14798666164278984,0.0,,2117.729
constrained,13,110,0.0,0.1337757110595703,0.0,,2122.791
constrained,13,115,0.0,0.1346319243311882,0.0,,2124.522
constrained,13,120,0.0,0.12294221669435501,0.0,,2129.688
constrained,13,125,0.0,0.12553879618644714,0.0,,2131.402
constrained,13,130,0.0,0.1242649145424366,0.0,,2136.586
constrained,13,135,0.0,0.13505049422383308,0.0,,2138.307
constrained,13,140,0.0,0.12838486582040787,0.0,,2143.473
constrained,13,145,0.0,0.12450293451547623,0.0,,2145.192
constrained,14,0,0.0,0.005647618323564529,0.0,,2238.541
constrained,14,5,0.0,0.0005021356046199799,0.0,,2240.291
constrained,14,10,0.0,0.012151159346103668,0.0,,2245.846
constrained,14,15,0.0,0.011214517056941986,0.0,,2247.618
constrained,14,20,0.0,0.0349247120320797,0.0,,2253.104
constrained,14,25,0.0,0.04227190464735031,0.0,,2254.857
constrained,14,30,0.0,0.041728340089321136,0.0,,2260.344
constrained,14,35,0.0,0.05317142233252525,0.0,,2262.086
constrained,14,40,0.0,0.06046158820390701,0.0,,2267.584
constrained,14,45,0.0,0.06373745203018188,0.0,,2269.352
constrained,14,50,0.0,0.04785715788602829,0.0,,2276.801
constrained,14,55,0.0,0.0577177032828331,0.0,,2278.538
constrained,14,60,0.0,0.06964713335037231,0.0,,2284.037
constrained,14,65,0.0,0.06685708835721016,0.0,,2285.805
constrained,14,70,0.0,0.061020705848932266,0.0,,2291.296
constrained,14,75,0.0,0.051780927926301956,0.0,,2293.051
constrained,14,80,0.0,0.04535134881734848,0.0,,2298.461
constrained,14,85,0.0,0.06959817185997963,0.0,,2300.201
constrained,14,90,0.0,0.05045370012521744,0.0,,2305.646
constrained,14,95,0.0,0.05979325994849205,0.0,,2307.386
constrained,14,100,0.0,0.04027000814676285,0.0,,2314.8
constrained,14,105,0.0,0.057223979383707047,0.0,,2316.565
constrained,14,110,0.0,0.053153909742832184,0.0,,2322.111
constrained,14,115,0.0,0.05304547771811485,0.0,,2323.928
constrained,14,120,0.0,0.05148690938949585,0.0,,2329.466
constrained,14,125,0.0,0.05912613123655319,0.0,,2331.29
constrained,14,130,0.0,0.05391406640410423,0.0,,2336.862
constrained,14,135,0.0,0.06044228747487068,0.0,,2338.69
constrained,14,140,0.0,0.0678987130522728,0.0,,2344.231
constrained,14,145,0.0,0.06391094997525215,0.0,,2346.042
constrained,15,0,0.0,0.048981714993715286,0.0,,2504.086
constrained,15,5,0.0,0.06083996593952179,0.0,,2505.843
constrained,15,10,0.0,0.07345719635486603,0.0,,2511.607
constrained,15,15,0.0,0.06680192798376083,0.0,,2513.408
constrained,15,20,0.0,0.08152804896235466,0.0,,2519.194
constrained,15,25,0.0,0.07224808633327484,0.0,,2520.932
constrained,15,30,0.0,0.07186954841017723,0.0,,2526.693
constrained,15,35,0.0,0.0730985626578331,0.0,,2528.447
constrained,15,40,0.0,0.07465000078082085,0.0,,2534.202
constrained,15,45,0.0,0.10703669860959053,0.0,,2535.946
constrained,15,50,0.0,0.08486708998680115,0.0,,2543.787
constrained,15,55,0.0,0.09199776872992516,0.0,,2545.545
constrained,15,60,0.0,0.08415564149618149,0.0,,2551.311
constrained,15,65,0.0,0.0899607203900814,0.0,,2553.053
constrained,15,70,0.0,0.08709030225872993,0.0,,2558.83
constrained,15,75,0.0,0.09592193365097046,0.0,,2560.559
constrained,15,80,0.0,0.11207516863942146,0.0,,2566.32
constrained,15,85,0.0,0.07842100784182549,0.0,,2568.05
constrained,15,90,0.0,0.10099555552005768,0.0,,2573.866
constrained,15,95,0.0,0.10628404095768929,0.0,,2575.604
constrained,15,100,0.0,0.08526169881224632,0.0,,2583.466
constrained,15,105,0.0,0.08462214842438698,0.0,,2585.231
constrained,15,110,0.0,0.08347691968083382,0.0,,2591.029
constrained,15,115,0.0,0.07685696333646774,0.0,,2592.793
constrained,15,120,0.0,0.07587531581521034,0.0,,2598.569
constrained,15,125,0.0,0.10032381862401962,0.0,,2600.331
constrained,15,130,0.0,0.09154871478676796,0.0,,2606.011
constrained,15,135,0.0,0.09316839650273323,0.0,,2607.76
constrained,15,140,0.0,0.0991588793694973,0.0,,2613.531
constrained,15,145,0.0,0.0876234658062458,0.0,,2615.281
constrained,16,0,0.0,0.00208456814289093,0.0,,2778.46
constrained,16,5,0.0,0.00452377088367939,0.0,,2780.201
constrained,16,10,0.0,0.0,0.0,,2786.254
constrained,16,15,0.0,0.0,0.0,,2787.973
constrained,16,20,0.0,0.0,0.0,,2793.973
constrained,16,25,0.0,0.0,0.0,,2795.697
constrained,16,30,0.0,0.0,0.0,,2801.705
constrained,16,35,0.0,0.0,0.0,,2803.456
constrained,16,40,0.0,0.0,0.0,,2809.48
constrained,16,45,0.0,0.0,0.0,,2811.202
constrained,16,50,0.0,0.0,0.0,,2819.422
constrained,16,55,0.0,0.0,0.0,,2821.174
constrained,16,60,0.0,0.0,0.0,,2827.17
constrained,16,65,0.0,0.0,0.0,,2828.886
constrained,16,70,0.0,0.0029753409326076508,0.0,,2834.896
constrained,16,75,0.0,0.008325453847646713,0.0,,2836.626
constrained,16,80,0.0,0.0,0.0,,2842.648
constrained,16,85,0.0,0.0,0.0,,2844.397
constrained,16,90,0.0,0.0,0.0,,2850.413
