method,task_idx,task,phase,iters,frames_phase,wall_s_phase,t_wall,frames_total
constrained,0,"biggrid50-goal(40,31)",task1,200,204800,40.3,41.471,204800
constrained,1,"biggrid50-goal(9,31)",local,150,153600,34.0,76.032,358400
constrained,1,"biggrid50-goal(9,31)",global,150,153600,60.8,137.198,512000
constrained,2,"biggrid50-goal(15,31)",local,150,153600,37.9,175.635,665600
constrained,2,"biggrid50-goal(15,31)",global,150,153600,65.1,241.185,819200
constrained,3,"biggrid50-goal(9,24)",local,150,153600,41.8,283.753,972800
constrained,3,"biggrid50-goal(9,24)",global,150,153600,68.0,352.257,1126400
constrained,4,"biggrid50-goal(21,17)",local,250,256000,73.9,427.208,1382400
constrained,4,"biggrid50-goal(21,17)",global,150,153600,71.5,499.199,1536000
constrained,5,"biggrid50-goal(27,3)",local,250,256000,80.3,580.732,1792000
constrained,5,"biggrid50-goal(27,3)",global,150,153600,75.7,656.885,1945600
constrained,6,"biggrid50-goal(3,31)",local,250,256000,86.7,745.07,2201600
constrained,6,"biggrid50-goal(3,31)",global,150,153600,80.3,825.825,2355200
constrained,7,"biggrid50-goal(33,10)",local,200,204800,74.0,901.56,2560000
constrained,7,"biggrid50-goal(33,10)",global,150,153600,84.5,986.497,2713600
constrained,8,"biggrid50-goal(27,45)",local,250,256000,99.3,1087.819,2969600
constrained,8,"biggrid50-goal(27,45)",global,150,153600,89.0,1177.253,3123200
constrained,9,"biggrid50-goal(21,45)",local,250,256000,103.5,1282.941,3379200
constrained,9,"biggrid50-goal(21,45)",global,150,153600,92.2,1375.645,3532800
constrained,10,"biggrid50-goal(33,3)",local,150,153600,67.2,1445.357,3686400
constrained,10,"biggrid50-goal(33,3)",global,150,153600,96.1,1542.01,3840000
constrained,11,"biggrid50-goal(21,24)",local,150,153600,69.9,1614.663,3993600
constrained,11,"biggrid50-goal(21,24)",global,150,153600,101.0,1716.143,4147200
constrained,12,"biggrid50-goal(21,3)",local,250,256000,127.0,1846.137,4403200
constrained,12,"biggrid50-goal(21,3)",global,150,153600,107.0,1953.619,4556800
constrained,13,"biggrid50-goal(3,17)",local,150,153600,84.9,2041.87,4710400
constrained,13,"biggrid50-goal(3,17)",global,150,153600,109.2,2151.611,4864000
constrained,14,"biggrid50-goal(15,45)",local,150,153600,82.6,2237.64,5017600
constrained,14,"biggrid50-goal(15,45)",global,150,153600,115.0,2353.197,5171200
constrained,15,"biggrid50-goal(3,24)",local,250,256000,146.1,2503.175,5427200
constrained,15,"biggrid50-goal(3,24)",global,150,153600,119.0,2622.728,5580800
constrained,16,"biggrid50-goal(3,10)",local,250,256000,150.7,2777.557,5836800
constrained,16,"biggrid50-goal(3,10)",global,150,153600,122.8,2900.842,5990400
constrained,17,"biggrid50-goal(46,31)",local,250,256000,157.1,3062.261,6246400
constrained,17,"biggrid50-goal(46,31)",global,150,153600,126.6,3189.361,6400000
constrained,18,"biggrid50-goal(46,24)",local,150,153600,96.4,3290.22,6553600
constrained,18,"biggrid50-goal(46,24)",global,150,153600,131.1,3421.869,6707200
constrained,19,"biggrid50-goal(3,45)",local,150,153600,100.0,3526.558,6860800
constrained,19,"biggrid50-goal(3,45)",global,150,153600,131.9,3658.989,7014400
constrained,20,"biggrid50-goal(21,10)",local,250,256000,171.8,3835.763,7270400
constrained,20,"biggrid50-goal(21,10)",global,150,153600,135.8,3972.078,7424000
constrained,21,"biggrid50-goal(40,3)",local,200,204800,145.5,4122.791,7628800
constrained,21,"biggrid50-goal(40,3)",global,150,153600,142.2,4265.478,7782400
constrained,22,"biggrid50-goal(15,38)",local,150,153600,110.4,4381.31,7936000
constrained,22,"biggrid50-goal(15,38)",global,150,153600,146.0,4527.833,8089600
constrained,23,"biggrid50-goal(40,45)",local,150,153600,115.2,4648.756,8243200
constrained,23,"biggrid50-goal(40,45)",global,150,153600,150.1,4799.431,8396800
constrained,24,"biggrid50-goal(15,17)",local,150,153600,117.8,4923.156,8550400
constrained,24,"biggrid50-goal(15,17)",global,150,153600,153.3,5077.029,8704000
constrained,25,"biggrid50-goal(15,24)",local,150,153600,122.2,5205.427,8857600
constrained,25,"biggrid50-goal(15,24)",global,150,153600,158.9,5364.925,9011200
constrained,26,"biggrid50-goal(21,38)",local,150,153600,127.4,5498.839,9164800
constrained,26,"biggrid50-goal(21,38)",global,150,153600,162.2,5661.621,9318400
constrained,27,"biggrid50-goal(33,17)",local,150,153600,129.4,5797.726,9472000
constrained,27,"biggrid50-goal(33,17)",global,150,153600,167.5,5965.799,9625600
constrained,28,"biggrid50-goal(27,17)",local,250,256000,225.1,6197.97,9881600
constrained,28,"biggrid50-goal(27,17)",global,150,153600,171.3,6369.808,10035200
constrained,29,"biggrid50-goal(3,3)",local,250,256000,230.9,6607.953,10291200
constrained,29,"biggrid50-goal(3,3)",global,150,153600,175.0,6783.529,10444800
constrained,30,"biggrid50-goal(9,10)",local,150,153600,142.5,6933.611,10598400
constrained,30,"biggrid50-goal(9,10)",global,150,153600,200.6,7134.757,10752000
constrained,31,"biggrid50-goal(46,17)",local,150,153600,151.9,7296.05,10905600
constrained,31,"biggrid50-goal(46,17)",global,150,153600,180.6,7477.184,11059200
constrained,32,"biggrid50-goal(40,10)",local,250,256000,244.6,7729.712,11315200
constrained,32,"biggrid50-goal(40,10)",global,150,153600,182.6,7912.829,11468800
constrained,33,"biggrid50-goal(46,38)",local,250,256000,247.7,8168.611,11724800
constrained,33,"biggrid50-goal(46,38)",global,150,153600,187.0,8356.178,11878400
constrained,34,"biggrid50-goal(27,31)",local,150,153600,158.0,8522.546,12032000
constrained,34,"biggrid50-goal(27,31)",global,150,153600,198.1,8721.247,12185600
constrained,35,"biggrid50-goal(21,31)",local,150,153600,164.0,8894.044,12339200
constrained,35,"biggrid50-goal(21,31)",global,150,153600,203.8,9098.437,12492800
constrained,36,"biggrid50-goal(46,10)",local,250,256000,270.9,9378.377,12748800
constrained,36,"biggrid50-goal(46,10)",global,150,153600,198.8,9577.728,12902400
constrained,37,"biggrid50-goal(9,17)",local,250,256000,272.6,9859.116,13158400
constrained,37,"biggrid50-goal(9,17)",global,150,153600,201.9,10061.696,13312000
constrained,38,"biggrid50-goal(33,24)",local,150,153600,167.0,10237.854,13465600
constrained,38,"biggrid50-goal(33,24)",global,150,153600,208.8,10447.222,13619200
constrained,39,"biggrid50-goal(40,17)",local,150,153600,172.3,10629.12,13772800
constrained,39,"biggrid50-goal(40,17)",global,150,153600,214.3,10844.088,13926400
constrained,40,"biggrid50-goal(40,38)",local,250,256000,295.5,11149.534,14182400
constrained,40,"biggrid50-goal(40,38)",global,150,153600,214.7,11364.864,14336000
constrained,41,"biggrid50-goal(33,38)",local,250,256000,294.6,11669.365,14592000
constrained,41,"biggrid50-goal(33,38)",global,150,153600,219.0,11888.983,14745600
constrained,42,"biggrid50-goal(9,45)",local,250,256000,304.3,12203.461,15001600
constrained,42,"biggrid50-goal(9,45)",global,150,153600,223.4,12427.453,15155200
constrained,43,"biggrid50-goal(9,38)",local,150,153600,186.4,12624.349,15308800
constrained,43,"biggrid50-goal(9,38)",global,150,153600,227.7,12852.623,15462400
constrained,44,"biggrid50-goal(9,3)",local,250,256000,322.7,13186.133,15718400
constrained,44,"biggrid50-goal(9,3)",global,150,153600,237.0,13423.763,15872000
constrained,45,"biggrid50-goal(40,24)",local,150,153600,199.2,13634.282,16025600
constrained,45,"biggrid50-goal(40,24)",global,150,153600,241.8,13876.698,16179200
constrained,46,"biggrid50-goal(33,31)",local,150,153600,202.5,14090.677,16332800
constrained,46,"biggrid50-goal(33,31)",global,150,153600,246.7,14338.034,16486400
constrained,47,"biggrid50-goal(46,45)",local,200,204800,275.3,14625.168,16691200
constrained,47,"biggrid50-goal(46,45)",global,150,153600,250.6,14876.431,16844800
constrained,48,"biggrid50-goal(3,38)",local,250,256000,346.3,15234.751,17100800
constrained,48,"biggrid50-goal(3,38)",global,150,153600,256.0,15491.513,17254400
constrained,49,"biggrid50-goal(46,3)",local,250,256000,359.5,15865.917,17510400
constrained,49,"biggrid50-goal(46,3)",global,150,153600,258.8,16125.412,17664000
