global_step,episodic_return
0,0.0
4040,0.0
4048,0.0
4056,0.0
4057,0.0
4064,0.0
4072,0.0
4088,0.0
4096,0.0
8088,0.0
8112,0.0
8120,0.0
8136,0.0
8144,0.0
8145,0.0
8152,0.0
8176,1.0
12160,0.0
12176,0.0
12177,0.0
12184,0.0
12200,0.0
12224,0.0
12248,0.0
12249,0.0
16224,0.0
16240,0.0
16264,0.0
16265,0.0
16272,1.0
16288,0.0
16289,0.0
16328,1.0
20296,0.0
20304,0.0
20328,0.0
20344,0.0
20352,1.0
20360,0.0
20368,0.0
20392,1.0
24376,0.0
24384,0.0
24392,0.0
24408,0.0
24416,0.0
24432,1.0
24440,1.0
24464,0.0
28440,1.0
28448,0.0
28456,1.0
28457,1.0
28504,1.0
28512,1.0
28513,0.0
28552,0.0
32496,2.0
32528,1.0
32529,4.0
32544,1.0
32576,2.0
32592,0.0
32600,0.0
32616,1.0
36568,1.0
36576,2.0
36600,1.0
36608,2.0
36640,2.0
36656,1.0
36680,2.0
36688,1.0
40624,1.0
40632,5.0
40656,2.0
40680,3.0
40728,1.0
40736,3.0
40744,2.0
40768,5.0
44680,1.0
44720,0.0
44728,3.0
44736,2.0
44776,3.0
44784,3.0
44808,1.0
44816,2.0
48728,2.0
48784,1.0
48792,5.0
48800,2.0
48848,1.0
48849,4.0
48872,2.0
48904,2.0
52800,3.0
52832,0.0
52848,1.0
52880,1.0
52912,3.0
52920,1.0
52936,4.0
52960,3.0
56856,2.0
56896,4.0
56904,3.0
56936,3.0
56960,6.0
56976,1.0
57016,3.0
57017,3.0
60896,7.0
60936,2.0
60944,2.0
60984,3.0
61032,2.0
61072,6.0
61080,4.0
61096,5.0
64984,2.0
65016,6.0
65032,6.0
65040,4.0
65096,2.0
65120,3.0
65160,3.0
65161,3.0
69072,2.0
69096,6.0
69120,5.0
69128,3.0
69160,3.0
69192,8.0
69200,4.0
69208,0.0
73160,9.0
73161,5.0
73168,7.0
73216,11.0
73248,9.0
73256,7.0
73280,7.0
73296,5.0
77216,3.0
77217,5.0
77256,3.0
77272,4.0
77312,8.0
77328,8.0
77344,5.0
77360,5.0
81280,7.0
81296,6.0
81328,6.0
81360,7.0
81376,6.0
81416,8.0
81417,8.0
81424,10.0
85320,5.0
85344,4.0
85376,10.0
85416,11.0
85464,13.0
85496,5.0
85497,6.0
85504,8.0
89376,6.0
89416,8.0
89440,8.0
89496,10.0
89504,5.0
89544,11.0
89560,9.0
89568,6.0
93440,5.0
93488,7.0
93512,9.0
93584,9.0
93600,10.0
93616,3.0
93640,6.0
93648,10.0
97496,4.0
97536,10.0
97560,6.0
97656,5.0
97688,3.0
97704,7.0
97705,13.0
97706,8.0
101584,7.0
101600,10.0
101648,5.0
101728,8.0
101729,8.0
101760,7.0
101761,14.0
101776,6.0
105632,4.0
105656,11.0
105712,11.0
105768,5.0
105824,6.0
105840,6.0
105848,10.0
105856,10.0
109704,11.0
109705,12.0
109784,6.0
109864,11.0
109904,13.0
109920,14.0
109928,11.0
109952,12.0
113752,7.0
113760,14.0
113840,9.0
113936,5.0
113992,9.0
113993,11.0
114000,12.0
114048,12.0
117792,14.0
117800,11.0
117904,16.0
117976,14.0
118032,10.0
118056,12.0
118088,7.0
118120,12.0
121840,5.0
121880,11.0
122000,16.0
122056,5.0
122072,10.0
122128,12.0
122184,10.0
122185,13.0
125928,16.0
125944,15.0
126080,12.0
126120,14.0
126144,11.0
126200,14.0
126264,15.0
126265,8.0
129968,15.0
130016,14.0
130152,7.0
130200,17.0
130232,4.0
130272,9.0
130312,7.0
130336,16.0
134032,16.0
134064,7.0
134224,6.0
134248,19.0
134320,17.0
134344,13.0
134360,7.0
134432,6.0
138088,15.0
138112,12.0
138288,9.0
138296,14.0
138400,10.0
138432,14.0
138448,14.0
138496,13.0
142128,18.0
142168,7.0
142352,11.0
142368,15.0
142496,5.0
142497,13.0
142504,14.0
142560,7.0
146184,14.0
146248,13.0
146408,16.0
146456,15.0
146536,16.0
146592,15.0
146593,15.0
146624,13.0
150248,14.0
150296,7.0
150488,15.0
150512,12.0
150624,16.0
150648,14.0
150656,8.0
150664,10.0
154288,16.0
154392,15.0
154536,14.0
154568,9.0
154688,13.0
154689,11.0
154696,14.0
154760,14.0
158384,18.0
158480,15.0
158608,17.0
158656,14.0
158744,16.0
158752,15.0
158776,15.0
158840,9.0
162440,10.0
162536,19.0
162688,15.0
162752,17.0
162816,16.0
162824,13.0
