global_step,episodic_return
0,0.0
400,20.0
432,35.0
448,45.0
488,30.0
536,30.0
552,30.0
808,30.0
840,70.0
936,115.0
976,80.0
1016,30.0
1216,135.0
1272,35.0
1312,105.0
1352,65.0
1544,30.0
1728,90.0
1816,145.0
1817,135.0
1888,60.0
1984,195.0
2000,30.0
2024,20.0
2184,85.0
2456,45.0
2480,75.0
2512,110.0
2632,130.0
2640,55.0
2744,120.0
2896,185.0
2960,15.0
3024,30.0
3152,110.0
3200,45.0
3344,50.0
3352,160.0
3408,390.0
3472,50.0
3520,55.0
3696,75.0
3704,90.0
3840,155.0
4056,110.0
4072,80.0
4208,105.0
4280,120.0
4424,55.0
4448,55.0
4520,50.0
4560,90.0
4624,220.0
4720,20.0
4744,20.0
4848,60.0
4912,65.0
4992,75.0
5064,30.0
5168,75.0
5352,65.0
5400,80.0
5592,110.0
5593,85.0
5624,130.0
5688,25.0
5800,155.0
5848,75.0
6016,50.0
6024,95.0
6088,30.0
6104,80.0
6192,100.0
6248,105.0
6296,45.0
6336,5.0
6464,20.0
6512,35.0
6536,45.0
6712,90.0
6736,20.0
6760,20.0
6776,70.0
6928,45.0
7128,20.0
7168,50.0
7216,35.0
7304,35.0
7448,60.0
7456,40.0
7480,75.0
7576,50.0
7616,35.0
7800,200.0
7848,40.0
8016,35.0
8056,180.0
8176,170.0
8272,15.0
8328,10.0
8408,150.0
8464,45.0
8488,10.0
8592,15.0
8600,315.0
8624,55.0
8632,135.0
8856,35.0
8857,35.0
9032,40.0
9088,35.0
9128,55.0
9248,20.0
9336,180.0
9600,35.0
9640,180.0
9641,55.0
9712,105.0
9728,55.0
9768,110.0
9952,160.0
10136,30.0
10232,50.0
10256,20.0
10400,50.0
10496,120.0
10497,110.0
10504,140.0
10656,20.0
10792,275.0
10936,55.0
10937,55.0
11016,55.0
11056,95.0
11232,90.0
11233,210.0
11352,40.0
11480,120.0
11584,120.0
11640,170.0
11720,70.0
11944,265.0
12136,70.0
12200,105.0
12216,70.0
12288,65.0
12296,120.0
12424,120.0
12480,50.0
12616,80.0
12640,55.0
12656,120.0
12800,20.0
12856,80.0
12968,105.0
13048,85.0
13256,75.0
13344,80.0
13400,60.0
13520,100.0
13552,65.0
13616,50.0
13680,110.0
13736,20.0
13952,190.0
13992,50.0
14104,55.0
14168,80.0
14264,135.0
14400,125.0
14552,45.0
14553,120.0
14576,120.0
14696,135.0
14856,80.0
14944,35.0
14976,5.0
15064,105.0
15248,105.0
15352,105.0
15384,40.0
15544,80.0
15608,70.0
15656,135.0
