global_step,episodic_return
0,0.0
4040,0.0
4048,0.0
4056,0.0
4057,0.0
4064,0.0
4072,0.0
4088,0.0
4096,0.0
8088,0.0
8112,0.0
8120,0.0
8136,0.0
8144,0.0
8145,0.0
8152,0.0
8176,0.0
12160,0.0
12176,0.0
12177,0.0
12184,0.0
12200,0.0
12224,0.0
12248,0.0
12249,0.0
16224,0.0
16240,0.0
16264,0.0
16265,0.0
16272,0.0
16288,0.0
16289,0.0
16328,0.0
20296,0.0
20304,0.0
20328,0.0
20344,0.0
20352,0.0
20360,0.0
20368,0.0
20392,0.0
24376,0.0
24384,0.0
24392,0.0
24408,0.0
24416,0.0
24432,0.0
24440,0.0
24464,0.0
28440,0.0
28448,0.0
28456,0.0
28457,0.0
28504,0.0
28512,0.0
28513,0.0
28552,0.0
32496,0.0
32528,0.0
32529,0.0
32544,0.0
32576,0.0
32592,0.0
32600,0.0
32616,0.0
36568,0.0
36576,0.0
36600,0.0
36608,0.0
36640,0.0
36656,0.0
36680,0.0
36688,0.0
40624,0.0
40632,0.0
40656,0.0
40680,0.0
40728,0.0
40736,0.0
40744,0.0
40768,0.0
44680,0.0
44720,0.0
44728,0.0
44736,0.0
44776,0.0
44784,0.0
44808,0.0
44816,0.0
48728,0.0
48784,0.0
48792,1.0
48800,0.0
48848,0.0
48849,0.0
48872,0.0
48904,0.0
52800,0.0
52832,0.0
52848,0.0
52880,0.0
52912,0.0
52920,0.0
52936,0.0
52960,0.0
56856,0.0
56896,0.0
56904,0.0
56936,0.0
56960,0.0
56976,0.0
57016,0.0
57017,0.0
60896,0.0
60936,0.0
60944,0.0
60984,0.0
61032,0.0
61072,0.0
61080,0.0
61096,0.0
64984,0.0
65016,0.0
65032,0.0
65040,0.0
65096,0.0
65120,0.0
65160,0.0
65161,0.0
69072,0.0
69096,0.0
69120,0.0
69128,0.0
69160,0.0
69192,0.0
69200,0.0
69208,0.0
73160,0.0
73161,0.0
73168,0.0
73216,0.0
73248,0.0
73256,0.0
73280,0.0
73296,0.0
77216,0.0
77217,0.0
77256,0.0
77272,0.0
77312,0.0
77328,0.0
77344,0.0
77360,0.0
81280,0.0
81296,0.0
81328,0.0
81360,0.0
81376,0.0
81416,1.0
81417,0.0
81424,0.0
85320,0.0
85344,1.0
85376,1.0
85416,0.0
85464,0.0
85496,1.0
85497,1.0
85504,0.0
89376,2.0
89416,2.0
89440,5.0
89496,0.0
89504,0.0
89544,2.0
89560,1.0
89568,6.0
93440,6.0
93488,10.0
93512,7.0
93584,4.0
93600,10.0
93616,4.0
93640,2.0
93648,6.0
97496,5.0
97536,9.0
97560,6.0
97656,6.0
97688,5.0
97704,5.0
97705,14.0
97706,10.0
101584,11.0
101600,7.0
101648,9.0
101728,10.0
101729,4.0
101760,9.0
101761,6.0
101776,8.0
105632,13.0
105656,13.0
105712,9.0
105768,11.0
105824,11.0
105840,10.0
105848,9.0
105856,7.0
109704,15.0
109705,13.0
109784,14.0
109864,16.0
109904,12.0
109920,14.0
109928,13.0
109952,13.0
113752,10.0
113760,17.0
113840,13.0
113936,17.0
113992,15.0
113993,15.0
114000,13.0
114048,14.0
117792,15.0
117800,14.0
117904,16.0
117976,15.0
118032,14.0
118056,19.0
118088,19.0
118120,20.0
121840,21.0
121880,18.0
122000,16.0
122056,19.0
122072,16.0
122128,18.0
122184,18.0
122185,15.0
125928,24.0
125944,20.0
126080,21.0
126120,20.0
126144,15.0
126200,20.0
126264,19.0
126265,22.0
129968,21.0
130016,18.0
130152,23.0
130200,21.0
130232,21.0
130272,18.0
130312,18.0
130336,22.0
134032,24.0
134064,21.0
134224,15.0
134248,19.0
134320,19.0
134344,19.0
134360,23.0
134432,24.0
138088,19.0
138112,23.0
138288,24.0
138296,22.0
138400,21.0
138432,21.0
138448,20.0
138496,19.0
142128,25.0
142168,22.0
142352,23.0
142368,19.0
142496,24.0
142497,23.0
142504,25.0
142560,22.0
146184,19.0
146248,25.0
146408,24.0
146456,23.0
146536,25.0
146592,23.0
146593,18.0
146624,23.0
150248,23.0
150296,19.0
150488,20.0
150512,20.0
150624,24.0
150648,21.0
150656,22.0
150664,23.0
154288,22.0
154392,23.0
154536,25.0
154568,20.0
154688,23.0
154689,24.0
154696,20.0
154760,24.0
158384,24.0
158480,22.0
158608,24.0
158656,23.0
158744,23.0
158752,25.0
158776,21.0
158840,20.0
162440,25.0
162536,23.0
162688,23.0
162752,23.0
162816,20.0
162824,17.0
