global_step,episodic_return
0,0.0
392,60.0
400,5.0
408,20.0
440,35.0
456,35.0
536,35.0
592,65.0
832,25.0
856,80.0
880,20.0
1056,90.0
1064,70.0
1136,35.0
1208,15.0
1304,100.0
1360,50.0
1400,50.0
1401,125.0
1584,105.0
1792,10.0
1808,80.0
1816,70.0
1832,55.0
1856,45.0
2080,85.0
2168,0.0
2248,120.0
2392,80.0
2440,75.0
2544,50.0
2640,140.0
2648,55.0
2728,5.0
2808,80.0
2888,70.0
2912,155.0
2960,0.0
3064,15.0
3168,15.0
3232,55.0
3240,60.0
3312,30.0
3368,55.0
3376,80.0
3488,50.0
3632,110.0
3712,45.0
3736,55.0
3768,55.0
3936,50.0
3952,30.0
4000,70.0
4008,15.0
4328,5.0
4376,25.0
4377,150.0
4416,10.0
4424,25.0
4456,45.0
4720,35.0
4776,15.0
4777,20.0
4872,30.0
4888,95.0
4984,280.0
5000,10.0
5128,15.0
5192,40.0
5200,50.0
5248,15.0
5400,5.0
5440,35.0
5480,55.0
5608,35.0
5616,65.0
5824,65.0
5880,55.0
5912,45.0
5968,15.0
6040,110.0
6064,125.0
6152,80.0
6280,0.0
6328,45.0
6584,120.0
6672,90.0
6688,50.0
6728,65.0
6729,255.0
6808,90.0
6984,45.0
7056,20.0
7112,0.0
7144,170.0
7176,60.0
7272,55.0
7368,55.0
7424,15.0
7552,125.0
7792,80.0
7816,120.0
7864,80.0
7872,45.0
7992,60.0
8016,85.0
8017,110.0
8048,20.0
8176,45.0
8304,60.0
8416,65.0
8424,55.0
8448,10.0
8464,40.0
8584,80.0
8664,100.0
8832,65.0
8864,175.0
8976,5.0
8984,35.0
9048,55.0
9160,75.0
9168,80.0
9184,0.0
9256,50.0
9352,45.0
9400,10.0
9624,75.0
9632,80.0
9688,30.0
9848,75.0
9920,80.0
10016,35.0
10032,80.0
10056,30.0
10057,15.0
10064,110.0
10288,75.0
10296,35.0
10432,90.0
10456,65.0
10568,55.0
10576,90.0
10608,95.0
10720,45.0
10784,85.0
11024,100.0
11104,35.0
11152,65.0
11272,140.0
11336,140.0
11472,125.0
11568,195.0
11576,115.0
11600,50.0
11704,35.0
11705,0.0
11936,120.0
11992,110.0
12008,20.0
12136,60.0
12256,75.0
12272,115.0
12328,75.0
12368,20.0
12584,155.0
12784,45.0
12832,60.0
12864,175.0
13072,60.0
13144,145.0
13145,125.0
13408,220.0
13472,60.0
13528,75.0
13672,60.0
13696,160.0
13792,130.0
13848,85.0
13849,10.0
13976,110.0
14184,75.0
14280,30.0
14344,70.0
14368,90.0
14480,110.0
14560,165.0
14640,60.0
14736,20.0
14784,20.0
14792,80.0
14920,100.0
15024,110.0
15112,50.0
15152,15.0
15576,105.0
15584,70.0
15712,80.0
15752,85.0
15760,25.0
15784,195.0
15888,440.0
15944,155.0
16016,25.0
16144,0.0
16320,50.0
16432,115.0
16480,55.0
16576,75.0
16672,45.0
16856,185.0
16984,45.0
17048,160.0
17200,110.0
17264,70.0
17272,225.0
17536,125.0
17728,90.0
17760,235.0
17784,155.0
17912,45.0
18200,125.0
18392,265.0
18504,240.0
18616,110.0
18648,225.0
18720,150.0
18768,95.0
18808,270.0
19048,40.0
19304,65.0
19344,65.0
19416,135.0
19576,215.0
19672,190.0
19680,110.0
19744,65.0
19832,115.0
20088,90.0
20272,105.0
20400,105.0
20416,45.0
20576,155.0
20720,85.0
20768,160.0
20800,105.0
20872,30.0
20896,385.0
20952,115.0
21128,60.0
21712,70.0
21888,120.0
21928,135.0
22056,160.0
22280,565.0
22320,355.0
22568,120.0
22640,185.0
22744,220.0
22808,135.0
22952,135.0
23008,135.0
23016,135.0
23216,45.0
23504,40.0
23584,35.0
23696,120.0
23712,60.0
23744,260.0
24112,320.0
24113,80.0
24376,235.0
24408,160.0
24504,75.0
24784,285.0
24928,155.0
24936,385.0
25048,335.0
25200,185.0
25408,195.0
25624,195.0
25784,65.0
25792,290.0
25800,75.0
25904,135.0
26048,140.0
26152,255.0
26376,70.0
26616,265.0
26624,130.0
26896,55.0
26984,190.0
27104,385.0
27168,310.0
27184,290.0
27200,80.0
27408,220.0
27536,60.0
27537,180.0
27968,150.0
28024,200.0
28064,155.0
28120,115.0
28368,165.0
28512,155.0
28824,265.0
28880,135.0
28936,95.0
29112,665.0
29160,245.0
29360,115.0
29392,335.0
29600,80.0
29760,240.0
29776,90.0
30040,75.0
30312,145.0
30336,215.0
30456,65.0
30504,225.0
30880,465.0
30920,135.0
30984,65.0
30992,120.0
31392,310.0
31440,135.0
31480,270.0
31552,205.0
31752,135.0
32040,120.0
32104,245.0
32176,205.0
32464,325.0
32672,150.0
32712,180.0
33120,170.0
33176,465.0
33280,165.0
33408,360.0
33432,235.0
33624,165.0
33648,90.0
33720,150.0
34056,125.0
34200,345.0
34216,265.0
34456,130.0
34672,210.0
34848,200.0
35072,200.0
35184,260.0
35192,505.0
35440,100.0
35624,435.0
36192,285.0
36424,150.0
36480,115.0
36504,485.0
36608,505.0
36768,290.0
36832,160.0
36944,395.0
36952,340.0
37432,130.0
37608,175.0
37856,270.0
38056,265.0
38176,45.0
38272,270.0
38344,570.0
38480,315.0
38752,825.0
38952,95.0
39112,350.0
39208,230.0
39248,250.0
39320,200.0
39328,225.0
39632,110.0
39808,165.0
39840,180.0
39944,155.0
40192,115.0
40296,190.0
40592,145.0
40672,300.0
40800,290.0
40912,145.0
41096,235.0
41280,130.0
41472,280.0
41560,525.0
41816,225.0
41872,205.0
41960,355.0
42160,270.0
42376,180.0
42384,175.0
42424,185.0
42616,200.0
43112,290.0
43320,270.0
43568,135.0
43744,295.0
43776,370.0
43840,425.0
43936,290.0
44472,475.0
44632,375.0
44688,150.0
44776,270.0
44920,115.0
44976,155.0
45104,185.0
45496,465.0
45752,155.0
45960,455.0
46328,550.0
46352,340.0
46472,800.0
46648,280.0
46744,345.0
46872,190.0
46904,740.0
47432,45.0
47480,340.0
47640,300.0
47672,265.0
47752,180.0
47944,565.0
48120,330.0
48480,95.0
48520,165.0
48544,590.0
48608,285.0
49152,295.0
49184,340.0
49360,495.0
49520,150.0
49560,260.0
49600,115.0
49720,405.0
49816,360.0
50016,65.0
50616,620.0
50720,245.0
50808,220.0
50848,515.0
50944,160.0
51176,305.0
51224,300.0
51440,510.0
51568,95.0
51736,230.0
51992,255.0
52048,160.0
52112,155.0
52232,260.0
52528,465.0
52720,230.0
53120,275.0
53288,450.0
53480,230.0
53576,355.0
53728,560.0
53856,390.0
54072,395.0
54328,100.0
54336,370.0
54480,270.0
54824,425.0
55240,505.0
55256,455.0
55440,150.0
55512,190.0
55976,485.0
56256,325.0
56272,435.0
56416,800.0
56664,305.0
56720,380.0
56888,130.0
57192,210.0
57216,440.0
57336,365.0
57952,95.0
57968,340.0
57992,195.0
58024,230.0
58184,470.0
58232,325.0
58536,120.0
58664,300.0
58992,355.0
59328,255.0
59584,255.0
59656,510.0
59824,645.0
60016,515.0
60017,330.0
60112,275.0
60608,410.0
60872,400.0
60976,120.0
61000,375.0
61024,245.0
61216,325.0
61496,310.0
61520,120.0
61624,420.0
62088,435.0
62368,115.0
62488,315.0
62489,310.0
62504,340.0
63032,155.0
63096,350.0
63320,230.0
63816,445.0
63880,345.0
63952,380.0
63968,190.0
64528,280.0
64576,255.0
64800,390.0
64944,580.0
65152,330.0
65232,485.0
65264,85.0
65688,460.0
65704,595.0
65720,485.0
65960,190.0
66208,65.0
66280,345.0
66448,190.0
66672,265.0
66728,155.0
67024,350.0
67160,655.0
67288,140.0
67312,205.0
67600,415.0
67656,235.0
67816,405.0
68352,320.0
68368,435.0
68440,310.0
68640,330.0
68760,360.0
68856,265.0
69056,95.0
69352,380.0
69560,420.0
69816,270.0
70096,305.0
70120,320.0
70184,260.0
70416,415.0
70760,300.0
70856,590.0
71296,350.0
71297,610.0
71320,440.0
71568,240.0
71608,255.0
71936,655.0
72144,360.0
72368,160.0
72608,535.0
72624,335.0
72880,750.0
72920,490.0
73248,345.0
73384,765.0
73472,165.0
73520,295.0
73521,265.0
74272,225.0
74416,675.0
74464,320.0
74536,260.0
74584,140.0
75048,435.0
75120,475.0
75288,195.0
75344,345.0
75816,550.0
76008,185.0
76264,320.0
76488,570.0
76512,235.0
76560,160.0
76584,310.0
76984,600.0
77280,375.0
77392,110.0
77712,600.0
77840,370.0
77888,155.0
78056,400.0
78088,375.0
78192,100.0
78440,310.0
78584,410.0
78872,175.0
79440,470.0
79584,255.0
79592,445.0
79593,235.0
79768,605.0
80184,435.0
80240,570.0
80400,465.0
81056,230.0
81192,370.0
81472,145.0
81568,595.0
81608,385.0
81848,550.0
81864,710.0
81904,345.0
82528,315.0
82760,150.0
83040,405.0
83088,705.0
83104,730.0
