global_step,episodic_return
0,0.0
432,15.0
544,20.0
552,15.0
592,45.0
616,60.0
776,35.0
784,130.0
1040,30.0
1208,125.0
1328,10.0
1384,60.0
1408,195.0
1504,70.0
1832,45.0
1920,150.0
2016,50.0
2088,245.0
2120,210.0
2144,25.0
2296,170.0
2464,55.0
2496,5.0
2680,290.0
2792,10.0
2912,10.0
3040,50.0
3104,215.0
3224,160.0
3280,90.0
3456,180.0
3488,30.0
3600,200.0
3648,50.0
3680,100.0
3776,100.0
3792,25.0
4016,80.0
4296,85.0
4560,195.0
4680,150.0
4848,165.0
4872,110.0
4896,150.0
4936,70.0
5144,60.0
5320,295.0
5568,20.0
5760,520.0
5768,70.0
5944,140.0
5945,105.0
6016,125.0
6032,400.0
6120,155.0
6184,55.0
6480,55.0
6576,35.0
6704,15.0
6705,25.0
6864,320.0
6984,275.0
7016,155.0
7040,120.0
7256,95.0
7328,90.0
7504,130.0
7824,310.0
7832,75.0
7904,95.0
7984,125.0
8120,95.0
8128,85.0
8400,30.0
8448,280.0
8472,20.0
8640,305.0
8688,55.0
8712,105.0
8776,100.0
9176,70.0
9288,230.0
9344,70.0
9432,260.0
9488,120.0
9728,10.0
9936,445.0
9960,295.0
9984,55.0
10000,210.0
10200,55.0
10264,95.0
10440,155.0
10648,55.0
10816,175.0
10904,20.0
11280,330.0
11320,125.0
11536,160.0
11584,220.0
11585,235.0
11592,80.0
11696,345.0
11728,65.0
12248,60.0
12464,125.0
12472,180.0
12512,95.0
12536,150.0
12672,440.0
12800,70.0
12832,205.0
13072,445.0
13480,120.0
13504,180.0
13520,55.0
13872,200.0
14016,305.0
14024,290.0
14120,225.0
14256,300.0
14528,115.0
14688,275.0
14840,335.0
14952,85.0
15008,50.0
15312,275.0
15584,315.0
15760,425.0
16064,135.0
16224,255.0
16360,360.0
16480,540.0
16520,350.0
16856,275.0
16857,360.0
17328,200.0
17352,255.0
17736,200.0
17744,205.0
17872,185.0
18112,245.0
18320,480.0
18464,105.0
18520,150.0
18624,305.0
18672,145.0
19120,505.0
19256,215.0
19280,140.0
19768,165.0
20184,500.0
20368,605.0
20528,370.0
20632,435.0
21112,430.0
21120,460.0
21121,710.0
21424,225.0
21888,480.0
21904,310.0
22352,460.0
22384,130.0
22472,380.0
22784,110.0
22896,285.0
23032,365.0
23272,405.0
23384,245.0
23664,235.0
23808,160.0
23912,380.0
24128,345.0
24304,390.0
24504,485.0
24608,345.0
24736,565.0
24976,305.0
25680,270.0
25752,445.0
25968,270.0
26032,700.0
26088,425.0
26200,475.0
26288,475.0
26728,345.0
27064,290.0
27120,170.0
27304,295.0
27464,470.0
27536,315.0
27600,330.0
27848,285.0
27888,295.0
28288,480.0
28488,200.0
28568,245.0
28808,350.0
28912,360.0
29048,445.0
29504,455.0
29512,265.0
29552,125.0
29616,1050.0
30440,855.0
30520,325.0
30584,250.0
30704,205.0
31104,315.0
31152,350.0
31656,520.0
31672,685.0
32224,480.0
32344,310.0
32712,465.0
32744,555.0
32816,495.0
32848,280.0
33656,485.0
33672,335.0
33904,365.0
34192,810.0
34320,555.0
34336,310.0
34568,440.0
34840,800.0
35224,280.0
35392,365.0
35792,320.0
35848,495.0
36064,495.0
36160,315.0
36312,615.0
36432,680.0
36944,250.0
37128,290.0
37280,280.0
37504,375.0
37864,430.0
37904,475.0
38032,175.0
38184,570.0
38416,550.0
38808,330.0
39192,535.0
39312,400.0
39888,555.0
40024,770.0
40248,605.0
40504,600.0
40608,525.0
40664,360.0
41168,680.0
41240,340.0
41352,525.0
41808,350.0
41848,575.0
42368,485.0
42432,310.0
42448,680.0
42864,615.0
42872,470.0
43056,645.0
43344,340.0
43712,380.0
43776,325.0
43880,555.0
44240,495.0
44400,385.0
44464,605.0
45000,330.0
45184,435.0
45216,645.0
45448,400.0
45816,330.0
45872,575.0
46080,310.0
46256,830.0
46392,575.0
46440,435.0
46648,300.0
47040,355.0
47240,520.0
47504,340.0
47608,370.0
47752,290.0
48576,600.0
