global_step,episodic_return
0,0.0
432,5.0
456,5.0
488,40.0
504,50.0
544,45.0
640,50.0
792,35.0
880,160.0
936,45.0
968,20.0
1008,10.0
1064,60.0
1096,45.0
1224,30.0
1248,25.0
1296,90.0
1448,10.0
1616,45.0
1704,15.0
1744,90.0
1904,80.0
1960,330.0
1984,55.0
2176,165.0
2192,20.0
2240,35.0
2528,50.0
2544,20.0
2584,5.0
2600,50.0
2624,55.0
2656,155.0
2736,65.0
2744,40.0
2960,35.0
2961,35.0
3152,5.0
3160,30.0
3176,110.0
3216,90.0
3272,30.0
3312,50.0
3384,55.0
3440,55.0
3632,15.0
3824,55.0
3848,30.0
3912,50.0
3992,75.0
4008,100.0
4024,85.0
4072,45.0
4208,105.0
4304,15.0
4448,30.0
4688,110.0
4744,45.0
4784,50.0
4785,15.0
4864,5.0
4976,150.0
4992,230.0
5064,110.0
5120,35.0
5376,50.0
5392,70.0
5480,30.0
5488,30.0
5528,35.0
5552,60.0
5568,30.0
5592,45.0
5784,10.0
5832,45.0
6024,85.0
6064,120.0
6072,15.0
6216,35.0
6248,15.0
6336,10.0
6384,5.0
6416,65.0
6520,20.0
6720,65.0
6848,130.0
6984,70.0
7064,20.0
7120,100.0
7184,20.0
7192,110.0
7193,305.0
7320,200.0
7392,40.0
7504,60.0
7520,0.0
7584,30.0
7624,40.0
7728,55.0
7816,30.0
7896,10.0
8080,60.0
8096,110.0
8112,30.0
8168,80.0
8240,65.0
8288,35.0
8368,80.0
8432,20.0
8433,10.0
8656,80.0
8792,45.0
8864,35.0
8904,40.0
9056,40.0
9072,120.0
9128,75.0
9168,195.0
9200,30.0
9224,140.0
9480,80.0
9632,90.0
9656,5.0
9664,50.0
9704,40.0
9760,90.0
9768,60.0
10120,35.0
10144,60.0
10208,255.0
10256,145.0
10408,135.0
10456,50.0
10608,140.0
10672,150.0
10680,30.0
10744,60.0
10904,10.0
10960,30.0
10968,125.0
11016,10.0
11160,40.0
11168,30.0
11368,180.0
11432,115.0
11504,95.0
11536,5.0
11728,65.0
11768,125.0
11808,110.0
11840,70.0
12000,45.0
12128,40.0
12152,120.0
12320,60.0
12472,155.0
12552,145.0
12568,120.0
12640,25.0
12688,55.0
12704,35.0
12856,20.0
12888,65.0
12936,5.0
13024,15.0
13025,10.0
13112,45.0
13280,5.0
13360,105.0
13361,20.0
13568,70.0
13576,70.0
13608,15.0
13704,45.0
13984,65.0
14000,60.0
14120,30.0
14136,125.0
14160,150.0
14192,275.0
14304,15.0
14344,10.0
14392,105.0
14536,35.0
14832,60.0
14928,95.0
14929,135.0
14984,35.0
15080,305.0
15120,60.0
15192,130.0
15352,155.0
15392,45.0
15408,45.0
15456,35.0
15680,55.0
15704,30.0
15744,50.0
16024,225.0
16048,265.0
16128,85.0
16192,120.0
16193,75.0
16448,50.0
16640,35.0
16752,125.0
16816,220.0
16840,55.0
17064,355.0
17080,5.0
17192,245.0
17216,60.0
17240,160.0
17536,105.0
17576,110.0
17720,165.0
