method,task,task_name,phase,iter,frames_total,raw,normalized
finetune,0,"biggrid50-goal(40,31)",task1,10,10240,0.8285714387893677,0.47114389895427455
finetune,0,"biggrid50-goal(40,31)",task1,20,20480,0.8285714387893677,0.47114389895427455
finetune,0,"biggrid50-goal(40,31)",task1,30,30720,0.8285714387893677,0.47114389895427455
finetune,0,"biggrid50-goal(40,31)",task1,40,40960,0.8285714387893677,0.47114389895427455
finetune,0,"biggrid50-goal(40,31)",task1,50,51200,0.8285714387893677,0.47114389895427455
finetune,0,"biggrid50-goal(40,31)",task1,60,61440,0.8346937894821167,0.4900313147602297
finetune,0,"biggrid50-goal(40,31)",task1,70,71680,0.8306121826171875,0.47743958163627437
finetune,0,"biggrid50-goal(40,31)",task1,80,81920,0.8499999046325684,0.537250589795029
finetune,0,"biggrid50-goal(40,31)",task1,90,92160,0.9275509119033813,0.7764949901900032
finetune,0,"biggrid50-goal(40,31)",task1,100,102400,0.8397958874702454,0.5057712569851407
finetune,0,"biggrid50-goal(40,31)",task1,110,112640,0.8448978662490845,0.5215108314500959
finetune,0,"biggrid50-goal(40,31)",task1,120,122880,0.8908162117004395,0.6631686565544938
finetune,0,"biggrid50-goal(40,31)",task1,130,133120,0.8857141733169556,0.6474288982095606
finetune,0,"biggrid50-goal(40,31)",task1,140,143360,0.8908162117004395,0.6631686565544938
finetune,0,"biggrid50-goal(40,31)",task1,150,153600,0.8571427464485168,0.5592862147019397
finetune,0,"biggrid50-goal(40,31)",task1,160,163840,0.9857140779495239,0.9559280146662671
finetune,0,"biggrid50-goal(40,31)",task1,170,174080,0.9653059840202332,0.8929691651665125
finetune,0,"biggrid50-goal(40,31)",task1,180,184320,0.911224365234375,0.7261276899342262
finetune,0,"biggrid50-goal(40,31)",task1,190,194560,0.946938693523407,0.8363061822287357
finetune,0,"biggrid50-goal(40,31)",task1,200,204800,0.9897958040237427,0.9685201155501781
finetune,0,"biggrid50-goal(40,31)",task1,210,215040,0.9367345571517944,0.8048264816588916
finetune,0,"biggrid50-goal(40,31)",task1,220,225280,0.9602039456367493,0.8772294068215795
finetune,0,"biggrid50-goal(40,31)",task1,230,235520,0.8091837167739868,0.41133289079551993
finetune,0,"biggrid50-goal(40,31)",task1,240,245760,0.8999999165534973,0.69150033190336
finetune,0,"biggrid50-goal(40,31)",task1,250,256000,0.8642856478691101,0.5813220234888283
finetune,1,"biggrid50-goal(9,31)",finetune,10,266240,0.8520407676696777,0.3776822452680196
finetune,1,"biggrid50-goal(9,31)",finetune,20,276480,0.896938681602478,0.566523242553215
finetune,1,"biggrid50-goal(9,31)",finetune,30,286720,0.9142856597900391,0.6394847762611406
finetune,1,"biggrid50-goal(9,31)",finetune,40,296960,0.9040815234184265,0.5965660942989103
finetune,1,"biggrid50-goal(9,31)",finetune,50,307200,0.9091835021972656,0.6180250592335822
finetune,1,"biggrid50-goal(9,31)",finetune,60,317440,0.9173468351364136,0.6523601050824182
finetune,1,"biggrid50-goal(9,31)",finetune,70,327680,0.8928570747375488,0.5493559703264259
finetune,1,"biggrid50-goal(9,31)",finetune,80,337920,0.9051018953323364,0.6008577870067932
finetune,1,"biggrid50-goal(9,31)",finetune,90,348160,0.896938681602478,0.566523242553215
finetune,1,"biggrid50-goal(9,31)",finetune,100,358400,0.901020348072052,0.5836907654776329
finetune,1,"biggrid50-goal(9,31)",finetune,110,368640,0.9224489331245422,0.6738195714123477
finetune,1,"biggrid50-goal(9,31)",finetune,120,378880,0.8806121945381165,0.49785390294842974
finetune,1,"biggrid50-goal(9,31)",finetune,130,389120,0.9244896769523621,0.6824029568281135
finetune,1,"biggrid50-goal(9,31)",finetune,140,399360,0.901020348072052,0.5836907654776329
finetune,1,"biggrid50-goal(9,31)",finetune,150,409600,0.8938775062561035,0.5536479137319376
finetune,2,"biggrid50-goal(15,31)",finetune,10,419840,0.9999998807907104,0.9999994069792024
finetune,2,"biggrid50-goal(15,31)",finetune,20,430080,0.9999998807907104,0.9999994069792024
finetune,2,"biggrid50-goal(15,31)",finetune,30,440320,0.9816325902938843,0.9086291345780643
finetune,2,"biggrid50-goal(15,31)",finetune,40,450560,0.9806121587753296,0.9035528765511571
finetune,2,"biggrid50-goal(15,31)",finetune,50,460800,0.982653021812439,0.9137053926049713
finetune,2,"biggrid50-goal(15,31)",finetune,60,471040,0.9591835737228394,0.7969538300692974
finetune,2,"biggrid50-goal(15,31)",finetune,70,481280,0.9816325902938843,0.9086291345780643
finetune,2,"biggrid50-goal(15,31)",finetune,80,491520,0.9999998807907104,0.9999994069792024
finetune,2,"biggrid50-goal(15,31)",finetune,90,501760,1.0,1.0
finetune,2,"biggrid50-goal(15,31)",finetune,100,512000,0.9755101203918457,0.878172179437419
finetune,2,"biggrid50-goal(15,31)",finetune,110,522240,0.991836667060852,0.9593905288055404
finetune,2,"biggrid50-goal(15,31)",finetune,120,532480,0.8979591131210327,0.4923854647044399
finetune,2,"biggrid50-goal(15,31)",finetune,130,542720,0.9908162951469421,0.9543145672890321
finetune,2,"biggrid50-goal(15,31)",finetune,140,552960,0.9693877100944519,0.8477155208071725
finetune,2,"biggrid50-goal(15,31)",finetune,150,563200,0.9908162355422974,0.9543142707786333
finetune,3,"biggrid50-goal(9,24)",finetune,10,573440,0.95714271068573,0.8055549771393384
