global_step,episodic_return
0,0.0
4040,0.0
4048,0.0
4056,0.0
4057,0.0
4064,0.0
4072,1.0
4088,0.0
4096,0.0
8088,0.0
8112,0.0
8120,0.0
8136,1.0
8144,0.0
8145,0.0
8152,0.0
8176,0.0
12160,0.0
12176,0.0
12177,0.0
12184,0.0
12200,0.0
12224,1.0
12248,0.0
12249,0.0
16224,0.0
16240,0.0
16264,0.0
16265,0.0
16272,0.0
16288,0.0
16289,0.0
16328,0.0
20296,0.0
20304,0.0
20328,0.0
20344,1.0
20352,0.0
20360,0.0
20368,0.0
20392,1.0
24376,1.0
24384,0.0
24392,1.0
24408,1.0
24416,0.0
24432,1.0
24440,0.0
24464,1.0
28440,0.0
28448,2.0
28456,3.0
28457,1.0
28504,2.0
28512,2.0
28513,5.0
28552,1.0
32496,4.0
32528,3.0
32529,4.0
32544,4.0
32576,4.0
32592,5.0
32600,4.0
32616,3.0
36568,7.0
36576,4.0
36600,3.0
36608,5.0
36640,5.0
36656,9.0
36680,7.0
36688,7.0
40624,5.0
40632,5.0
40656,3.0
40680,6.0
40728,4.0
40736,7.0
40744,8.0
40768,3.0
44680,8.0
44720,4.0
44728,6.0
44736,5.0
44776,8.0
44784,7.0
44808,8.0
44816,8.0
48728,8.0
48784,8.0
48792,7.0
48800,8.0
48848,7.0
48849,5.0
48872,5.0
48904,8.0
52800,8.0
52832,5.0
52848,9.0
52880,7.0
52912,5.0
52920,5.0
52936,6.0
52960,7.0
56856,7.0
56896,9.0
56904,6.0
56936,9.0
56960,5.0
56976,7.0
57016,5.0
57017,8.0
60896,7.0
60936,7.0
60944,8.0
60984,8.0
61032,8.0
61072,4.0
61080,5.0
61096,7.0
64984,8.0
65016,7.0
65032,6.0
65040,6.0
65096,6.0
65120,9.0
65160,4.0
65161,8.0
69072,5.0
69096,8.0
69120,6.0
69128,5.0
69160,4.0
69192,7.0
69200,8.0
69208,4.0
73160,6.0
73161,10.0
73168,7.0
73216,6.0
73248,8.0
73256,4.0
73280,8.0
73296,7.0
77216,6.0
77217,4.0
77256,8.0
77272,9.0
77312,8.0
77328,8.0
77344,12.0
77360,7.0
81280,9.0
81296,9.0
81328,7.0
81360,7.0
81376,6.0
81416,8.0
81417,5.0
81424,6.0
85320,9.0
85344,10.0
85376,5.0
85416,7.0
85464,8.0
85496,11.0
85497,10.0
85504,8.0
89376,7.0
89416,10.0
89440,6.0
89496,9.0
89504,8.0
89544,10.0
89560,8.0
89568,9.0
93440,7.0
93488,7.0
93512,9.0
93584,9.0
93600,7.0
93616,10.0
93640,8.0
93648,6.0
97496,7.0
97536,7.0
97560,6.0
97656,5.0
97688,3.0
97704,7.0
97705,7.0
97706,8.0
101584,9.0
101600,8.0
101648,9.0
101728,8.0
101729,12.0
101760,7.0
101761,10.0
101776,9.0
105632,13.0
105656,10.0
105712,11.0
105768,10.0
105824,9.0
105840,11.0
105848,8.0
105856,10.0
109704,8.0
109705,6.0
109784,9.0
109864,8.0
109904,11.0
109920,11.0
109928,8.0
109952,10.0
113752,5.0
113760,7.0
113840,9.0
113936,8.0
113992,7.0
113993,9.0
114000,9.0
114048,10.0
117792,7.0
117800,5.0
117904,7.0
117976,3.0
118032,4.0
118056,9.0
118088,8.0
118120,4.0
121840,9.0
121880,11.0
122000,11.0
122056,9.0
122072,7.0
122128,9.0
122184,10.0
122185,9.0
125928,8.0
125944,10.0
126080,11.0
126120,10.0
126144,9.0
126200,10.0
126264,9.0
126265,9.0
129968,7.0
130016,10.0
130152,5.0
130200,6.0
130232,8.0
130272,5.0
130312,7.0
130336,6.0
134032,10.0
134064,8.0
134224,8.0
134248,11.0
134320,9.0
134344,9.0
134360,10.0
134432,7.0
138088,9.0
138112,10.0
138288,10.0
138296,6.0
138400,10.0
138432,11.0
138448,9.0
138496,12.0
142128,10.0
142168,9.0
142352,10.0
142368,11.0
142496,10.0
142497,10.0
142504,8.0
142560,12.0
146184,12.0
146248,9.0
146408,11.0
146456,11.0
146536,10.0
146592,12.0
146593,9.0
146624,8.0
150248,10.0
150296,10.0
150488,11.0
150512,10.0
150624,13.0
150648,11.0
150656,10.0
150664,10.0
154288,9.0
154392,11.0
154536,10.0
154568,9.0
154688,9.0
154689,12.0
154696,11.0
154760,12.0
158384,11.0
158480,10.0
158608,13.0
158656,10.0
158744,10.0
158752,9.0
158776,15.0
158840,9.0
162440,7.0
162536,8.0
162688,12.0
162752,14.0
162816,11.0
162824,9.0
