method,task_idx,task,phase,iters,frames_phase,wall_s_phase,t_wall,frames_total
finetune,0,"biggrid50-goal(40,31)",task1,250,256000,52.1,53.895,256000
finetune,1,"biggrid50-goal(9,31)",finetune,150,153600,35.5,89.917,409600
finetune,2,"biggrid50-goal(15,31)",finetune,150,153600,39.5,129.953,563200
finetune,3,"biggrid50-goal(9,24)",finetune,150,153600,43.9,174.656,716800
finetune,4,"biggrid50-goal(21,17)",finetune,500,512000,159.3,335.037,1228800
finetune,5,"biggrid50-goal(27,3)",finetune,150,153600,52.1,388.516,1382400
finetune,6,"biggrid50-goal(3,31)",finetune,150,153600,55.9,446.074,1536000
finetune,7,"biggrid50-goal(33,10)",finetune,150,153600,60.2,508.168,1689600
finetune,8,"biggrid50-goal(27,45)",finetune,500,512000,212.6,722.956,2201600
finetune,9,"biggrid50-goal(21,45)",finetune,250,256000,112.6,837.945,2457600
finetune,10,"biggrid50-goal(33,3)",finetune,150,153600,71.0,911.64,2611200
finetune,11,"biggrid50-goal(21,24)",finetune,150,153600,75.6,990.112,2764800
finetune,12,"biggrid50-goal(21,3)",finetune,150,153600,79.9,1073.203,2918400
finetune,13,"biggrid50-goal(3,17)",finetune,150,153600,83.4,1160.11,3072000
finetune,14,"biggrid50-goal(15,45)",finetune,150,153600,87.6,1251.489,3225600
finetune,15,"biggrid50-goal(3,24)",finetune,150,153600,90.0,1345.589,3379200
finetune,16,"biggrid50-goal(3,10)",finetune,500,512000,317.4,1667.291,3891200
finetune,17,"biggrid50-goal(46,31)",finetune,400,409600,265.2,1937.065,4300800
finetune,18,"biggrid50-goal(46,24)",finetune,150,153600,103.3,2045.278,4454400
finetune,19,"biggrid50-goal(3,45)",finetune,150,153600,107.8,2158.179,4608000
finetune,20,"biggrid50-goal(21,10)",finetune,500,512000,371.7,2535.261,5120000
finetune,21,"biggrid50-goal(40,3)",finetune,150,153600,114.2,2655.096,5273600
finetune,22,"biggrid50-goal(15,38)",finetune,150,153600,117.1,2778.058,5427200
finetune,23,"biggrid50-goal(40,45)",finetune,250,256000,201.9,2985.998,5683200
finetune,24,"biggrid50-goal(15,17)",finetune,150,153600,124.7,3116.916,5836800
finetune,25,"biggrid50-goal(15,24)",finetune,150,153600,128.5,3252.001,5990400
finetune,26,"biggrid50-goal(21,38)",finetune,150,153600,132.9,3391.7,6144000
finetune,27,"biggrid50-goal(33,17)",finetune,150,153600,137.0,3535.804,6297600
finetune,28,"biggrid50-goal(27,17)",finetune,500,512000,468.0,4011.453,6809600
finetune,29,"biggrid50-goal(3,3)",finetune,500,512000,480.7,4499.765,7321600
finetune,30,"biggrid50-goal(9,10)",finetune,150,153600,151.5,4659.282,7475200
finetune,31,"biggrid50-goal(46,17)",finetune,150,153600,155.1,4822.727,7628800
finetune,32,"biggrid50-goal(40,10)",finetune,500,512000,531.4,5362.717,8140800
finetune,33,"biggrid50-goal(46,38)",finetune,200,204800,217.8,5589.331,8345600
finetune,34,"biggrid50-goal(27,31)",finetune,150,153600,166.7,5765.146,8499200
finetune,35,"biggrid50-goal(21,31)",finetune,250,256000,285.0,6059.399,8755200
finetune,36,"biggrid50-goal(46,10)",finetune,150,153600,175.2,6244.277,8908800
finetune,37,"biggrid50-goal(9,17)",finetune,150,153600,179.7,6433.817,9062400
finetune,38,"biggrid50-goal(33,24)",finetune,200,204800,244.3,6688.297,9267200
finetune,39,"biggrid50-goal(40,17)",finetune,150,153600,186.3,6885.049,9420800
finetune,40,"biggrid50-goal(40,38)",finetune,500,512000,637.2,7532.778,9932800
finetune,41,"biggrid50-goal(33,38)",finetune,300,307200,393.4,7937.245,10240000
finetune,42,"biggrid50-goal(9,45)",finetune,150,153600,201.4,8149.97,10393600
finetune,43,"biggrid50-goal(9,38)",finetune,150,153600,205.9,8367.443,10547200
finetune,44,"biggrid50-goal(9,3)",finetune,500,512000,697.7,9077.055,11059200
finetune,45,"biggrid50-goal(40,24)",finetune,150,153600,213.8,9302.964,11212800
finetune,46,"biggrid50-goal(33,31)",finetune,150,153600,217.7,9533.11,11366400
finetune,47,"biggrid50-goal(46,45)",finetune,150,153600,220.2,9766.017,11520000
finetune,48,"biggrid50-goal(3,38)",finetune,150,153600,225.8,10004.664,11673600
finetune,49,"biggrid50-goal(46,3)",finetune,300,307200,457.2,10475.102,11980800
